patch1-Math-89-ACS.patch,Math,89,ASE15_Evosuite,0,16,0,0.022,
patch1-Math-89-ACS.patch,Math,89,ASE15_Evosuite,1,15,0,0.021,
patch1-Math-89-ACS.patch,Math,89,ASE15_Evosuite,2,16,0,0.021,
patch1-Math-89-ACS.patch,Math,89,ASE15_Evosuite,3,17,0,0.021,
patch1-Math-89-ACS.patch,Math,89,ASE15_Evosuite,4,14,0,0.021,
patch1-Math-89-ACS.patch,Math,89,ASE15_Evosuite,5,19,0,0.022,
patch1-Math-89-ACS.patch,Math,89,ASE15_Evosuite,6,16,0,0.021,
patch1-Math-89-ACS.patch,Math,89,ASE15_Evosuite,7,17,0,0.022,
patch1-Math-89-ACS.patch,Math,89,ASE15_Evosuite,8,14,0,0.022,
patch1-Math-89-ACS.patch,Math,89,ASE15_Evosuite,9,16,0,0.022,
patch1-Math-89-ACS.patch,Math,89,ASE15_Randoop,1,4916,0,0.314,
patch1-Math-89-ACS.patch,Math,89,ASE15_Randoop,2,4925,0,0.323,
patch1-Math-89-ACS.patch,Math,89,ASE15_Randoop,3,4993,0,0.583,
patch1-Math-89-ACS.patch,Math,89,ASE15_Randoop,4,4930,0,0.267,
patch1-Math-89-ACS.patch,Math,89,ASE15_Randoop,5,4967,0,0.37,
patch1-Math-89-ACS.patch,Math,89,ASE15_Randoop,6,5033,0,0.264,
patch1-Math-89-ACS.patch,Math,89,ASE15_Randoop,7,5086,0,0.303,
patch1-Math-89-ACS.patch,Math,89,ASE15_Randoop,8,5044,0,0.481,
patch1-Math-89-ACS.patch,Math,89,ASE15_Randoop,9,4980,0,0.373,
patch1-Math-89-ACS.patch,Math,89,ASE15_Randoop,10,4847,0,0.282,
patch1-Chart-5-Nopol2015.patch,Chart,5,ASE15_Evosuite,0,27,0,0.018,
patch1-Chart-5-Nopol2015.patch,Chart,5,ASE15_Evosuite,2,28,0,0.018,
patch1-Chart-5-Nopol2015.patch,Chart,5,ASE15_Evosuite,3,35,0,0.02,
patch1-Chart-5-Nopol2015.patch,Chart,5,ASE15_Evosuite,5,30,0,0.02,
patch1-Chart-5-Nopol2015.patch,Chart,5,ASE15_Evosuite,6,24,0,0.023,
patch1-Chart-5-Nopol2015.patch,Chart,5,ASE15_Evosuite,7,22,0,0.021,
patch1-Chart-5-Nopol2015.patch,Chart,5,ASE15_Evosuite,8,26,0,0.019,
patch1-Chart-5-Nopol2015.patch,Chart,5,ASE15_Evosuite,9,31,0,0.019,
patch1-Chart-5-Nopol2015.patch,Chart,5,ASE15_Randoop,1,7203,0,0.51,
patch1-Chart-5-Nopol2015.patch,Chart,5,ASE15_Randoop,2,7085,0,0.502,
patch1-Chart-5-Nopol2015.patch,Chart,5,ASE15_Randoop,3,7116,0,0.487,
patch1-Chart-5-Nopol2015.patch,Chart,5,ASE15_Randoop,4,7169,0,0.497,
patch1-Chart-5-Nopol2015.patch,Chart,5,ASE15_Randoop,5,7177,0,0.48,
patch1-Chart-5-Nopol2015.patch,Chart,5,ASE15_Randoop,6,6842,0,0.487,
patch1-Chart-5-Nopol2015.patch,Chart,5,ASE15_Randoop,7,7070,0,0.502,
patch1-Chart-5-Nopol2015.patch,Chart,5,ASE15_Randoop,8,6987,0,0.499,
patch1-Chart-5-Nopol2015.patch,Chart,5,ASE15_Randoop,9,7760,0,0.516,
patch1-Chart-5-Nopol2015.patch,Chart,5,ASE15_Randoop,10,7549,0,0.508,
patch1-Chart-5-Nopol2015.patch,Chart,5,EMSE18_Evosuite,0,58,0,0.063,
patch1-Chart-5-Nopol2015.patch,Chart,5,EMSE18_Evosuite,1,66,0,0.17,
patch1-Chart-5-Nopol2015.patch,Chart,5,EMSE18_Evosuite,2,58,0,0.08,
patch2-Chart-26-Jaid.patch,Chart,26,ASE15_Evosuite,0,46,0,0.326,
patch2-Chart-26-Jaid.patch,Chart,26,ASE15_Evosuite,1,62,0,0.248,
patch2-Chart-26-Jaid.patch,Chart,26,ASE15_Evosuite,2,64,0,0.23,
patch2-Chart-26-Jaid.patch,Chart,26,ASE15_Evosuite,4,64,0,0.251,
patch2-Chart-26-Jaid.patch,Chart,26,ASE15_Evosuite,5,53,0,0.476,
patch2-Chart-26-Jaid.patch,Chart,26,ASE15_Evosuite,6,64,0,0.229,
patch2-Chart-26-Jaid.patch,Chart,26,ASE15_Evosuite,7,63,0,0.244,
patch2-Chart-26-Jaid.patch,Chart,26,ASE15_Evosuite,8,51,0,0.278,
patch2-Chart-26-Jaid.patch,Chart,26,ASE15_Evosuite,9,62,0,0.219,
patch2-Chart-26-Jaid.patch,Chart,26,ASE15_Randoop,1,3762,7,1.093,1) test339(RandoopTest0)	at RandoopTest0.test339(RandoopTest0.java:9707)2) test2(RandoopTest0)	at RandoopTest0.test2(RandoopTest0.java:34)3) test3(RandoopTest0)	at RandoopTest0.test3(RandoopTest0.java:44)4) test250(RandoopTest5)	at RandoopTest5.test250(RandoopTest5.java:15689)5) test391(RandoopTest5)	at RandoopTest5.test391(RandoopTest5.java:25076)6) test80(RandoopTest7)	at RandoopTest7.test80(RandoopTest7.java:5077)7) test310(RandoopTest1)	at RandoopTest1.test310(RandoopTest1.java:14973)
patch2-Chart-26-Jaid.patch,Chart,26,ASE15_Randoop,2,4585,9,1.487,1) test331(RandoopTest6)	at RandoopTest6.test331(RandoopTest6.java:20233)2) test119(RandoopTest0)	at RandoopTest0.test119(RandoopTest0.java:2580)3) test302(RandoopTest0)	at RandoopTest0.test302(RandoopTest0.java:8757)4) test62(RandoopTest0)	at RandoopTest0.test62(RandoopTest0.java:1168)5) test120(RandoopTest4)	at RandoopTest4.test120(RandoopTest4.java:7309)6) test55(RandoopTest5)	at RandoopTest5.test55(RandoopTest5.java:2804)7) test197(RandoopTest7)	at RandoopTest7.test197(RandoopTest7.java:12758)8) test387(RandoopTest7)	at RandoopTest7.test387(RandoopTest7.java:25147)9) test294(RandoopTest1)	at RandoopTest1.test294(RandoopTest1.java:13149)
patch2-Chart-26-Jaid.patch,Chart,26,ASE15_Randoop,3,4552,6,1.508,1) test200(RandoopTest2)	at RandoopTest2.test200(RandoopTest2.java:10477)2) test168(RandoopTest0)	at RandoopTest0.test168(RandoopTest0.java:4431)3) test294(RandoopTest5)	at RandoopTest5.test294(RandoopTest5.java:15789)4) test197(RandoopTest7)	at RandoopTest7.test197(RandoopTest7.java:12758)5) test387(RandoopTest7)	at RandoopTest7.test387(RandoopTest7.java:25147)6) test151(RandoopTest1)	at RandoopTest1.test151(RandoopTest1.java:7514)
patch2-Chart-26-Jaid.patch,Chart,26,ASE15_Randoop,4,4134,0,1.072,
patch2-Chart-26-Jaid.patch,Chart,26,ASE15_Randoop,5,4216,4,1.262,1) test337(RandoopTest5)	at RandoopTest5.test337(RandoopTest5.java:19999)2) test94(RandoopTest5)	at RandoopTest5.test94(RandoopTest5.java:6027)3) test132(RandoopTest7)	at RandoopTest7.test132(RandoopTest7.java:7969)4) test267(RandoopTest3)	at RandoopTest3.test267(RandoopTest3.java:14088)
patch2-Chart-26-Jaid.patch,Chart,26,ASE15_Randoop,6,4860,10,1.303,1) test388(RandoopTest2)	at RandoopTest2.test388(RandoopTest2.java:22316)2) test461(RandoopTest2)	at RandoopTest2.test461(RandoopTest2.java:26532)3) test132(RandoopTest0)	at RandoopTest0.test132(RandoopTest0.java:2961)4) test331(RandoopTest0)	at RandoopTest0.test331(RandoopTest0.java:9635)5) test356(RandoopTest0)	at RandoopTest0.test356(RandoopTest0.java:10463)6) test140(RandoopTest4)	at RandoopTest4.test140(RandoopTest4.java:8509)7) test191(RandoopTest1)	at RandoopTest1.test191(RandoopTest1.java:8614)8) test385(RandoopTest1)	at RandoopTest1.test385(RandoopTest1.java:18524)9) test32(RandoopTest1)	at RandoopTest1.test32(RandoopTest1.java:1574)10) test182(RandoopTest3)	at RandoopTest3.test182(RandoopTest3.java:10747)
patch2-Chart-26-Jaid.patch,Chart,26,ASE15_Randoop,7,4614,2,1.058,1) test258(RandoopTest2)	at RandoopTest2.test258(RandoopTest2.java:12706)2) test167(RandoopTest0)	at RandoopTest0.test167(RandoopTest0.java:3901)
