patch1-Lang-7-ACS.patch,fixed,Lang,7,randoop,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,fixed,Lang,7,randoop,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,fixed,Lang,7,randoop,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,fixed,Lang,7,randoop,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,fixed,Lang,7,randoop,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,fixed,Lang,7,randoop,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,fixed,Lang,7,randoop,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,fixed,Lang,7,randoop,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,fixed,Lang,7,randoop,9,1,;  - RandoopTest1::test397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,fixed,Lang,7,randoop,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,buggy,Lang,7,randoop,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,buggy,Lang,7,randoop,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,buggy,Lang,7,randoop,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,buggy,Lang,7,randoop,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,buggy,Lang,7,randoop,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,buggy,Lang,7,randoop,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,buggy,Lang,7,randoop,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,buggy,Lang,7,randoop,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,buggy,Lang,7,randoop,9,1,;  - RandoopTest1::test397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-7-ACS.patch,buggy,Lang,7,randoop,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-24-ACS.patch,fixed,Lang,24,randoop,1,160,  - org.apache.commons.lang3.math.NumberUtilsEvoSuite_branch_Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-24-ACS.patch,fixed,Lang,24,randoop,2,64,  - org.apache.commons.lang3.math.NumberUtilsEvoSuite_branch_Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-24-ACS.patch,fixed,Lang,24,randoop,3,109,  - org.apache.commons.lang3.math.NumberUtilsEvoSuite_branch_Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patch1-Lang-24-ACS.patch,fixed,Lang,24,randoop,4,143,  - org.apache.commons.lang3.math.NumberUtilsEvoSuite_branch_Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
