patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,1,999,0,2.349
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,2,1128,9,0.826
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,3,1092,30,2.394
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,4,1092,30,2.414
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,5,1100,0,2.264
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,6,1073,0,0.755
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,7,949,0,2.226
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,8,909,0,2.106
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,9,1023,17,2.228
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,10,1023,17,2.199
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,11,1054,0,2.207
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,12,956,0,2.227
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,13,911,3,0.78
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,14,990,0,0.756
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,15,1035,0,2.284
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,16,1083,0,2.198
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,17,949,0,2.126
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,18,1066,3,2.367
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,19,1066,3,2.283
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,20,1020,0,2.15
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,21,918,0,2.125
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,22,918,0,2.191
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,23,976,12,2.303
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,24,971,0,2.229
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,25,971,0,2.306
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,26,1010,10,2.201
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,27,845,7,2.211
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,28,977,9,2.273
patch-Chart-12-fix.patch,Chart,12,DRR_Randoop,29,1019,0,2.189
