Chart,12,1,999,129.15378499031067
Chart,12,2,1128,126.35091996192932
Chart,12,3,964,124.48908877372742
Chart,12,4,Failed to generate tests!,50.14255690574646
Chart,12,5,1100,121.7099449634552
Chart,12,6,1073,124.4769389629364
Chart,12,7,876,127.07321810722351
Chart,12,8,836,122.54098892211914
Chart,12,9,950,123.63368701934814
Chart,12,10,Failed to generate tests!,106.07054710388184
Chart,12,11,981,122.43461394309998
Chart,12,12,883,129.4988420009613
Chart,12,13,838,122.4491639137268
Chart,12,14,917,121.69261884689331
Chart,12,15,1035,123.5239429473877
Chart,12,16,1083,126.35428595542908
Chart,12,17,866,119.30524277687073
Chart,12,18,1066,120.4254879951477
Chart,12,19,Failed to generate tests!,56.65986895561218
Chart,12,20,1020,122.00535702705383
Chart,12,21,898,121.40374398231506
Chart,12,22,Failed to generate tests!,74.29716897010803
Chart,12,23,956,126.25265789031982
Chart,12,24,951,125.78926610946655
Chart,12,25,Failed to generate tests!,54.171954870224
Chart,12,26,990,127.58278489112854
Chart,12,27,825,126.61006498336792
Chart,12,28,957,123.14458203315735
Chart,12,29,1019,128.46033596992493
Chart,12,30,966,121.46341395378113
Chart,24,1,1573,126.6516101360321
Chart,24,2,1707,121.54796600341797
Chart,24,3,1859,124.37161612510681
Chart,24,4,1896,120.98699188232422
Chart,24,5,1593,119.305340051651
Chart,24,6,1871,120.637855052948
Chart,24,7,1468,121.38195586204529
Chart,24,8,1812,122.43161296844482
Chart,24,9,1901,124.68578910827637
Chart,24,10,1835,122.1961178779602
Chart,24,11,1657,125.76362705230713
Chart,24,12,1515,130.60634207725525
Chart,24,13,1678,121.07878398895264
Chart,24,14,1395,125.08925294876099
Chart,24,15,1497,125.09606099128723
Chart,24,16,1878,130.4312288761139
Chart,24,17,1713,121.5395770072937
Chart,24,18,1622,124.25536012649536
Chart,24,19,1891,122.50505495071411
Chart,24,20,1846,122.13559198379517
Chart,24,21,1558,121.26837086677551
Chart,24,22,1874,120.79011106491089
Chart,24,23,1858,125.47631406784058
Chart,24,24,1887,120.58926105499268
Chart,24,25,1834,120.4196879863739
Chart,24,26,1848,119.67574095726013
Chart,24,27,1839,120.60429000854492
