project,bug,test_id,coverage,mutation score,time
Lang,39,22,97%,63%,227.5355322
Lang,39,23,96%,60%,233.9028449
Lang,39,24,97%,58%,209.8698211
Lang,39,25,96%,60%,310.373158
Lang,39,26,96%,60%,206.2192521
Lang,39,27,95%,60%,251.9286101
Lang,39,28,96%,59%,343.059664
Lang,39,29,96%,58%,217.3407452
Lang,39,30,96%,60%,217.5853679
Lang,41,1,91%,59%,124.3627989
Lang,41,2,93%,64%,124.4746661
Lang,41,3,93%,67%,124.7399869
Lang,41,4,92%,52%,125.7120662
Lang,41,5,92%,65%,123.7934639
Lang,41,6,92%,55%,124.4803259
Lang,41,7,93%,66%,123.4425581
Lang,41,8,91%,62%,124.2270381
Lang,41,9,91%,63%,125.6188769
Lang,41,10,91%,60%,123.1354718
Lang,41,11,90%,66%,124.8295259
Lang,41,12,90%,66%,123.022531
Lang,41,13,89%,61%,124.6958051
Lang,41,14,92%,63%,123.8029189
Lang,41,15,91%,58%,124.7195768
Lang,41,16,92%,63%,123.6488221
Lang,41,17,90%,58%,124.137017
Lang,41,18,88%,60%,124.0939159
Lang,41,19,91%,62%,124.6680269
Lang,41,20,89%,54%,122.8861909
Lang,41,21,93%,65%,124.6024349
Lang,41,22,90%,61%,123.675247
Lang,41,23,89%,56%,127.2553811
Lang,41,24,90%,64%,124.1266339
Lang,41,25,90%,60%,123.40046
Lang,41,26,93%,66%,124.1327889
Lang,41,27,90%,65%,124.7441881
Lang,41,28,91%,64%,124.668133
Lang,41,29,90%,61%,124.9389071
Lang,41,30,91%,68%,124.5265291
Lang,43,1,67%,29%,119.4840879
Lang,43,2,68%,17%,119.207438
Lang,43,3,54%,19%,120.5126791
Lang,43,4,67%,28%,120.7312641
Lang,43,5,61%,19%,119.671454
Lang,43,6,68%,19%,119.689739
Lang,43,7,69%,19%,121.6961298
Lang,43,8,69%,29%,120.275804
Lang,43,9,67%,25%,120.227453
Lang,43,10,67%,30%,118.939883
Lang,43,11,63%,18%,119.393065
Lang,43,12,67%,19%,120.6192369
Lang,43,13,53%,6%,119.682431
Lang,43,14,69%,19%,119.2818561
Lang,43,15,66%,28%,127.359108
Lang,43,16,68%,29%,121.146122
Lang,43,17,68%,27%,119.9275358
Lang,43,18,,,11.92027688
Lang,43,19,68%,19%,119.414541
Lang,43,20,69%,22%,119.1555099
Lang,43,21,60%,29%,118.8756568
Lang,43,22,66%,26%,119.847964
Lang,43,23,63%,,1374.340923
Lang,43,24,47%,22%,123.4568291
Lang,43,25,68%,27%,121.1679509
Lang,43,26,68%,33%,120.8511572
Lang,43,27,61%,21%,118.6664131
Lang,43,28,68%,25%,119.011605
Lang,43,29,62%,24%,118.9449661
Lang,43,30,69%,21%,119.5156319
Lang,44,1,91%,58%,119.985666
Lang,44,2,92%,55%,120.259562
Lang,44,3,89%,61%,120.641516
Lang,44,4,95%,57%,121.0105429
Lang,44,5,88%,56%,120.8895721
Lang,44,6,90%,55%,120.5318179
Lang,44,7,89%,52%,120.183243
Lang,44,8,92%,57%,121.2501841
Lang,44,9,94%,58%,120.825932
Lang,44,10,91%,57%,119.9142981
Lang,44,11,92%,54%,121.4644082
Lang,44,12,92%,52%,121.5829811
Lang,44,13,93%,55%,121.02156
Lang,44,14,95%,62%,121.503891
Lang,44,15,91%,57%,121.38607
Lang,44,16,95%,60%,120.876822
Lang,44,17,93%,57%,124.618952
Lang,44,18,92%,56%,127.172498
Lang,44,19,92%,52%,121.7302198
Lang,44,20,94%,59%,121.170121
Lang,44,21,91%,52%,121.23827
Lang,44,22,92%,54%,120.815486
Lang,44,23,91%,53%,120.491163
Lang,44,24,92%,51%,121.5695739
Lang,44,25,93%,50%,122.057148
Lang,44,26,92%,56%,122.4995489
Lang,44,27,92%,61%,124.6261749
Lang,44,28,91%,56%,119.909831
Lang,44,29,92%,52%,121.5834742
Lang,44,30,90%,58%,121.5495639
Lang,45,1,99%,71%,122.79024
Lang,45,2,99%,74%,129.0432401
Lang,45,3,99%,68%,124.9858911
Lang,45,4,99%,69%,123.6682589
Lang,45,5,99%,72%,125.9583981
Lang,45,6,99%,68%,126.145026
Lang,45,7,99%,70%,123.259872
Lang,45,8,99%,69%,121.9094691
Lang,45,9,99%,70%,123.9724479
Lang,45,10,99%,73%,122.7925382
Lang,45,11,99%,69%,121.617979
Lang,45,12,99%,68%,122.2689638
Lang,45,13,99%,74%,121.996161
Lang,45,14,99%,77%,122.7248819
Lang,45,15,99%,71%,126.4707391
Lang,45,16,99%,68%,122.974257
Lang,45,17,99%,71%,124.8930781
Lang,45,18,99%,72%,127.054677
Lang,45,19,99%,68%,123.3036909
Lang,45,20,99%,73%,123.7156749
Lang,45,21,99%,75%,121.1913819
Lang,45,22,99%,70%,120.6186991
Lang,45,23,99%,70%,124.0787499
Lang,45,24,99%,70%,123.029892
Lang,45,25,,,12.71701288
Lang,45,26,99%,73%,122.782037
Lang,45,27,99%,70%,125.428858
Lang,45,28,99%,69%,122.5872281
Lang,45,29,99%,70%,127.963475
Lang,45,30,99%,76%,124.6071041
Lang,51,1,89%,67%,121.542079
Lang,51,2,91%,69%,122.1565969
Lang,51,3,90%,69%,121.225265
Lang,51,4,91%,67%,121.544075
Lang,51,5,94%,66%,123.169064
Lang,51,6,92%,66%,123.963932
Lang,51,7,91%,69%,121.9771891
Lang,51,8,91%,70%,120.980968
Lang,51,9,91%,66%,124.363085
Lang,51,10,90%,66%,122.7291381
Lang,51,11,90%,68%,123.418494
Lang,51,12,91%,65%,121.5217769
Lang,51,13,92%,69%,121.9213521
Lang,51,14,93%,71%,125.3324699
Lang,51,15,92%,67%,121.4852631
Lang,51,16,90%,67%,120.8822069
Lang,51,17,91%,69%,121.4170711
Lang,51,18,90%,63%,120.816011
Lang,51,19,,,13.52625203
Lang,51,20,93%,67%,120.7148688
Lang,51,21,91%,71%,121.1186781
Lang,51,22,92%,66%,121.2601869
Lang,51,23,94%,70%,120.8398559
Lang,51,24,90%,65%,123.649961
Lang,51,25,91%,69%,121.8235111
Lang,51,26,91%,67%,126.3473148
Lang,51,27,91%,66%,121.9112
Lang,51,28,91%,67%,122.6036661
Lang,51,29,88%,66%,124.8937712
Lang,51,30,93%,67%,123.3852301
Lang,55,1,97%,52%,123.008348
Lang,55,2,97%,60%,124.0247989
Lang,55,3,97%,48%,119.0235958
Lang,55,4,97%,59%,120.6426601
Lang,55,5,97%,51%,118.4553039
Lang,55,6,97%,54%,119.091502
Lang,55,7,97%,52%,120.0949969
Lang,55,8,97%,54%,120.4237192
Lang,55,9,97%,57%,117.907263
Lang,55,10,97%,47%,116.3664579
Lang,55,11,97%,52%,117.6620841
Lang,55,12,97%,57%,116.8635678
Lang,55,13,97%,57%,117.219733
Lang,55,14,97%,44%,120.128159
Lang,55,15,97%,55%,119.9827778
Lang,55,16,97%,55%,118.9593198
Lang,55,17,97%,50%,118.8784921
Lang,55,18,97%,49%,118.181437
Lang,55,19,97%,55%,117.8448169
Lang,55,20,97%,50%,117.8020461
Lang,55,21,97%,52%,117.7739639
Lang,55,22,97%,54%,118.5178599
Lang,55,23,97%,54%,117.340553
Lang,55,24,,,13.45226097
Lang,55,25,97%,48%,117.538748
Lang,55,26,97%,50%,118.450628
Lang,55,27,97%,55%,118.1355739
Lang,55,28,97%,58%,117.9748158
Lang,55,29,97%,52%,116.5403481
Lang,55,30,97%,52%,116.889014
Lang,57,1,100%,36%,72.71959496
Lang,57,2,100%,31%,51.06104088
Lang,57,3,97%,34%,120.2796099
Lang,57,4,99%,32%,123.4453351
Lang,57,5,100%,36%,78.695122
Lang,57,6,100%,40%,52.25191212
Lang,57,7,100%,37%,76.20612788
Lang,57,8,99%,35%,118.5612829
Lang,57,9,99%,39%,72.31740093
Lang,57,10,100%,40%,95.193542
Lang,57,11,100%,51%,84.70856786
Lang,57,12,100%,31%,44.00914216
Lang,57,13,100%,38%,98.9365449
Lang,57,14,,,12.79363894
Lang,57,15,100%,36%,53.98250508
Lang,57,16,,,12.09282708
Lang,57,17,99%,28%,117.6687291
Lang,57,18,99%,28%,117.4698932
Lang,57,19,100%,37%,55.03800893
Lang,57,20,100%,36%,51.88515401
Lang,57,21,100%,38%,42.76768303
Lang,57,22,99%,35%,116.884727
Lang,57,23,97%,35%,117.4306688
Lang,57,24,99%,34%,117.4053071
Lang,57,25,100%,35%,106.9818671
Lang,57,26,99%,35%,119.0182581
Lang,57,27,100%,36%,72.655581
Lang,57,28,100%,44%,55.3624301
Lang,57,29,100%,36%,78.41231203
Lang,57,30,100%,31%,52.97651291
Lang,58,1,91%,61%,133.59534
Lang,58,2,92%,61%,133.0871332
Lang,58,3,93%,63%,131.4206212
Lang,58,4,92%,59%,130.5359068
Lang,58,5,91%,63%,131.5725541
Lang,58,6,90%,63%,130.705843
Lang,58,7,90%,63%,130.7435231
Lang,58,8,94%,61%,131.2750242
Lang,58,9,91%,59%,131.0228841
Lang,58,10,91%,60%,132.2203929
Lang,58,11,90%,62%,131.2743061
Lang,58,12,91%,57%,133.4018879
Lang,58,13,92%,57%,130.696841
Lang,58,14,89%,59%,133.460866
Lang,58,15,91%,60%,133.3089578
Lang,58,16,93%,61%,133.3373189
Lang,58,17,87%,57%,136.664573
Lang,58,18,88%,59%,136.273339
Lang,58,19,93%,59%,132.3975739
Lang,58,20,88%,59%,129.768615
Lang,58,21,90%,60%,133.597167
Lang,58,22,90%,60%,139.1588788
Lang,58,23,89%,59%,137.3795509
Lang,58,24,91%,61%,138.9278309
Lang,58,25,90%,58%,135.4517291
Lang,58,26,88%,58%,135.1957529
Lang,58,27,88%,62%,136.254535
Lang,58,28,90%,62%,142.7333519
Lang,58,29,88%,60%,134.4717481
Lang,58,30,89%,58%,136.278317
Lang,60,1,100%,39%,200.117965
Lang,60,2,100%,37%,177.1494019
Lang,60,3,100%,38%,192.5174789
Lang,60,4,100%,37%,228.3491931
Lang,60,5,100%,38%,265.2693069
Lang,60,6,100%,38%,192.7490549
Lang,60,7,100%,38%,198.5686359
Lang,60,8,100%,38%,177.5621431
Lang,60,9,100%,40%,192.114038
Lang,60,10,100%,39%,209.912904
Lang,60,11,100%,38%,191.486011
Lang,60,12,100%,38%,185.1260931
Lang,60,13,100%,39%,190.7650912
Lang,60,14,99%,38%,195.684669
Lang,60,15,100%,41%,199.148046
Lang,60,16,100%,38%,182.283751
Lang,60,17,100%,38%,187.9647169
Lang,60,18,100%,36%,231.020263
Lang,60,19,100%,37%,215.1037529
Lang,60,20,100%,39%,170.6155481
Lang,60,21,100%,38%,192.5268309
Lang,60,22,100%,38%,174.5560751
Lang,60,23,100%,39%,175.9664021
Lang,60,24,100%,37%,161.1309481
Lang,60,25,100%,38%,199.5222261
Lang,60,26,100%,38%,201.6926889
Lang,60,27,100%,38%,197.2452199
Lang,60,28,100%,38%,189.441371
Lang,60,29,100%,39%,396.9196751
Lang,60,30,100%,38%,165.3498402
Lang,7,1,95%,58%,128.2395751
Lang,7,2,92%,57%,129.5589662
Lang,7,3,95%,56%,127.8710651
Lang,7,4,94%,61%,136.5793691
Lang,7,5,91%,57%,135.0454609
Lang,7,6,95%,60%,139.474508
Lang,7,7,93%,58%,138.054759
Lang,7,8,93%,54%,134.139514
Lang,7,9,95%,57%,133.2118189
Lang,7,10,93%,57%,130.201376
Lang,7,11,94%,56%,136.9370921
Lang,7,12,90%,57%,131.531235
Lang,7,13,93%,58%,133.0670769
Lang,7,14,92%,60%,133.605495
Lang,7,15,90%,56%,132.3953891
Lang,7,16,94%,57%,135.0262299
Lang,7,17,95%,59%,134.868959
Lang,7,18,94%,61%,132.9395299
Lang,7,19,92%,60%,133.190881
Lang,7,20,92%,60%,139.5111642
Lang,7,21,96%,57%,131.6745319
Lang,7,22,91%,54%,134.054543
Lang,7,23,90%,55%,138.4294789
Lang,7,24,95%,59%,132.1452999
Lang,7,25,90%,60%,132.9728198
Lang,7,26,94%,57%,135.6100781
Lang,7,27,93%,60%,140.0193698
Lang,7,28,91%,55%,131.0277331
Lang,7,29,94%,58%,130.914628
Lang,7,30,92%,57%,145.1107111
Math,2,1,100%,21%,42.7068882
Math,2,2,100%,28%,39.04123902
Math,2,3,100%,29%,56.79924393
Math,2,4,100%,35%,43.82614088
Math,2,5,100%,29%,38.98961186
Math,2,6,100%,33%,45.02979112
Math,2,7,,,25.59606981
Math,2,8,100%,24%,53.85371113
Math,2,9,100%,28%,64.62200594
Math,2,10,100%,22%,52.09934902
Math,2,11,100%,36%,43.86043596
Math,2,12,100%,33%,55.94428992
Math,2,13,100%,31%,49.20008492
Math,2,14,100%,36%,40.07550716
Math,2,15,100%,22%,44.8815589
Math,2,16,100%,39%,40.95473409
Math,2,17,100%,31%,70.94832397
Math,2,18,100%,29%,51.993752
Math,2,19,100%,40%,42.11980987
Math,2,20,100%,33%,42.99439907
Math,2,21,100%,33%,42.00783181
Math,2,22,100%,33%,37.73893404
Math,2,23,100%,25%,38.32140899
Math,2,24,100%,34%,44.5435009
Math,2,25,100%,40%,49.89322519
Math,2,26,100%,33%,49.88641
Math,2,27,100%,38%,39.88035011
Math,2,28,100%,27%,41.07128787
Math,2,29,100%,35%,47.48330617
Math,2,30,100%,26%,48.71331406
Math,32,1,86%,47%,125.278353
Math,32,2,92%,42%,126.74705
Math,32,3,92%,47%,124.345505
Math,32,4,91%,46%,127.1629531
Math,32,5,92%,,1471.195722
Math,32,6,91%,41%,132.0830321
Math,32,7,92%,40%,122.4948552
Math,32,8,88%,37%,122.2108099
Math,32,9,86%,44%,122.5364959
Math,32,10,86%,50%,122.185694
Math,32,11,92%,36%,122.5597341
Math,32,12,88%,42%,122.6219878
Math,32,13,91%,47%,123.4272768
Math,32,14,92%,54%,122.7612488
Math,32,15,91%,40%,123.5635262
Math,32,16,92%,40%,123.9890671
Math,32,17,88%,48%,122.1962869
Math,32,18,92%,43%,122.817107
Math,32,19,91%,42%,122.659946
Math,32,20,91%,47%,122.9846981
Math,32,21,86%,38%,122.776319
Math,32,22,91%,35%,121.8444409
Math,32,23,86%,39%,122.0621028
Math,32,24,88%,47%,123.0047958
Math,32,25,91%,35%,122.6432259
Math,32,26,88%,40%,122.3534229
Math,32,27,88%,43%,122.6907299
Math,32,28,88%,43%,123.4441969
Math,32,29,91%,38%,123.4954422
Math,32,30,85%,51%,122.931154
Math,35,1,100%,50%,22.72449493
Math,35,2,100%,52%,20.95377684
Math,35,3,100%,52%,55.08492899
Math,35,4,100%,55%,29.90033484
Math,35,5,100%,52%,31.68506193
Math,35,6,100%,57%,39.63094902
Math,35,7,100%,50%,54.6125989
Math,35,8,100%,50%,26.71812105
Math,35,9,100%,50%,37.65847301
Math,35,10,89%,19%,119.2047629
Math,35,11,100%,50%,34.87178397
Math,35,12,100%,57%,37.88862205
Math,35,13,100%,55%,27.078336
Math,35,14,100%,52%,21.54880309
Math,35,15,100%,50%,30.80339098
Math,35,16,100%,52%,27.13381386
Math,35,17,100%,52%,83.0923841
Math,35,18,100%,57%,25.96249199
Math,35,19,100%,52%,39.98835588
Math,35,20,100%,50%,54.44086099
Math,35,21,100%,50%,44.70423198
Math,35,22,100%,52%,46.75156403
Math,35,23,100%,50%,33.13165593
Math,35,24,100%,50%,69.96009398
Math,35,25,100%,50%,72.22139978
Math,35,26,100%,50%,28.96744418
Math,35,27,100%,57%,32.65058112
Math,35,28,100%,52%,29.36871386
Math,35,29,100%,50%,40.0626092
Math,35,30,100%,50%,22.9261229
Math,39,1,89%,51%,143.0116441
Math,39,2,87%,50%,148.703182
Math,39,3,90%,41%,140.7603321
Math,39,4,98%,59%,133.9269319
Math,39,5,92%,59%,156.1141081
Math,39,6,89%,42%,150.4188919
Math,39,7,89%,42%,141.8211861
Math,39,8,89%,51%,145.9485042
Math,39,9,89%,44%,153.675545
Math,39,10,94%,61%,137.4088321
Math,39,11,94%,61%,141.0314379
Math,39,12,87%,50%,156.1193149
Math,39,13,76%,41%,144.257674
Math,39,14,98%,36%,148.3667898
Math,39,15,87%,50%,141.5385442
Math,39,16,92%,58%,170.453095
Math,39,17,97%,61%,152.4881601
Math,39,18,,,15.99445796
Math,39,19,90%,50%,137.9522612
Math,39,20,95%,62%,147.039691
Math,39,21,94%,64%,174.819669
Math,39,22,89%,42%,217.3242569
Math,39,23,89%,51%,176.6839919
Math,39,24,89%,50%,173.8063829
Math,39,25,87%,42%,142.468962
Math,39,26,98%,63%,152.445986
Math,39,27,89%,51%,149.6923349
Math,39,28,89%,52%,154.404012
Math,39,29,95%,56%,159.0275402
Math,39,30,89%,48%,185.5832119
Math,5,1,97%,49%,187.8498919
Math,5,2,98%,49%,151.6204991
Math,5,3,99%,51%,195.5025351
Math,5,4,99%,51%,166.933635
Math,5,5,97%,53%,136.2309661
Math,5,6,98%,45%,147.831485
Math,5,7,99%,48%,179.0190201
Math,5,8,99%,51%,137.5721688
Math,5,9,98%,49%,152.161144
Math,5,10,99%,53%,143.6071811
Math,5,11,97%,48%,143.034538
Math,5,12,98%,48%,143.6018181
Math,5,13,99%,48%,158.924999
Math,5,14,98%,53%,158.107307
Math,5,15,99%,52%,211.9897001
Math,5,16,99%,57%,139.545871
Math,5,17,98%,47%,160.573303
Math,5,18,98%,49%,146.805589
Math,5,19,98%,50%,142.2045081
Math,5,20,99%,59%,487.7378781
Math,5,21,98%,47%,145.889653
Math,5,22,97%,49%,144.3178921
Math,5,23,99%,54%,142.759295
Math,5,24,98%,48%,174.2564759
Math,5,25,96%,53%,143.471025
Math,5,26,99%,55%,165.4876192
Math,5,27,95%,47%,160.7124219
Math,5,28,99%,52%,164.110086
Math,5,29,98%,48%,166.53687
Math,5,30,98%,51%,181.5187941
Math,50,1,96%,83%,130.9788971
Math,50,2,96%,77%,133.8881888
Math,50,3,96%,85%,137.9793918
Math,50,4,96%,85%,139.6813591
Math,50,5,96%,88%,147.5534191
Math,50,6,91%,81%,150.0858629
Math,50,7,96%,83%,150.9666901
Math,50,8,96%,82%,142.1455941
Math,50,9,96%,87%,144.1858289
Math,50,10,96%,65%,133.9601941
Math,50,11,96%,87%,135.178828
Math,50,12,96%,87%,138.318723
Math,50,13,96%,86%,141.5534301
Math,50,14,96%,84%,135.909152
Math,50,15,96%,91%,140.3744271
Math,50,16,96%,78%,140.6592309
Math,50,17,96%,86%,134.251425
Math,50,18,96%,87%,146.91188
Math,50,19,96%,83%,163.449559
Math,50,20,96%,83%,135.677738
Math,50,21,96%,79%,137.5249841
Math,50,22,96%,73%,133.8627079
Math,50,23,96%,80%,132.9996018
Math,50,24,96%,78%,131.337497
Math,50,25,96%,85%,139.2096822
Math,50,26,96%,89%,141.918412
Math,50,27,96%,79%,136.1309941
Math,50,28,96%,70%,138.411088
Math,50,29,96%,86%,130.9082332
Math,50,30,96%,77%,132.8483551
Math,53,1,99%,45%,135.2408891
Math,53,2,95%,39%,131.611284
Math,53,3,91%,36%,144.477309
Math,53,4,94%,37%,132.5365341
Math,53,5,97%,40%,132.5205081
Math,53,6,97%,44%,182.488153
Math,53,7,98%,38%,132.475338
Math,53,8,98%,47%,135.8881969
Math,53,9,98%,37%,134.4442389
Math,53,10,97%,37%,133.742743
Math,53,11,95%,40%,138.053782
Math,53,12,98%,45%,132.630621
Math,53,13,98%,41%,135.9241321
Math,53,14,96%,41%,132.3832119
Math,53,15,98%,39%,132.6827931
Math,53,16,95%,36%,131.1594908
Math,53,17,98%,40%,189.7289269
Math,53,18,98%,42%,132.468483
Math,53,19,98%,40%,132.7833502
Math,53,20,99%,43%,141.4884369
Math,53,21,98%,36%,131.369426
Math,53,22,98%,48%,132.6485448
Math,53,23,98%,49%,132.659631
Math,53,24,98%,32%,136.994308
Math,53,25,95%,35%,132.9817719
Math,53,26,97%,39%,157.7961271
Math,53,27,92%,37%,132.111254
Math,53,28,96%,46%,130.0633991
Math,53,29,96%,37%,132.6348801
Math,53,30,98%,45%,134.652328
Math,58,1,94%,21%,121.71714
Math,58,2,94%,38%,122.6387579
Math,58,3,94%,21%,122.062731
Math,58,4,94%,24%,121.2262828
Math,58,5,94%,25%,121.9401782
Math,58,6,94%,21%,124.7998309
Math,58,7,94%,23%,124.9659131
Math,58,8,94%,25%,124.463764
Math,58,9,94%,26%,123.8182719
Math,58,10,94%,25%,125.304949
Math,58,11,94%,32%,126.3590271
Math,58,12,94%,26%,122.4886739
Math,58,13,94%,24%,125.948663
Math,58,14,94%,29%,124.8871319
Math,58,15,94%,18%,124.2697868
Math,58,16,94%,25%,122.605196
Math,58,17,94%,25%,123.864542
Math,58,18,94%,24%,123.7342989
Math,58,19,94%,20%,125.541795
Math,58,20,94%,20%,123.8363791
Math,58,21,94%,25%,124.951129
Math,58,22,94%,22%,123.8907809
Math,58,23,94%,23%,125.029377
Math,58,24,94%,21%,122.6496429
Math,58,25,94%,22%,122.3030629
Math,58,26,94%,33%,123.4719229
Math,58,27,94%,22%,122.1602859
Math,58,28,94%,26%,124.7810111
Math,58,29,94%,20%,122.7256181
Math,58,30,94%,20%,123.667448
Math,63,1,93%,46%,189.4386261
Math,63,2,96%,45%,195.0147231
Math,63,3,96%,43%,183.2503891
Math,63,4,95%,47%,185.6754131
Math,63,5,94%,45%,193.8405299
Math,63,6,96%,47%,193.643631
Math,63,7,94%,46%,205.383323
Math,63,8,94%,45%,182.7726321
Math,63,9,94%,45%,188.839721
Math,63,10,93%,46%,203.5703931
Math,63,11,94%,45%,201.2563591
Math,63,12,96%,45%,198.605252
Math,63,13,94%,44%,187.1566701
Math,63,14,90%,43%,203.1002419
Math,63,15,93%,46%,183.433269
Math,63,16,97%,47%,185.510267
Math,63,17,94%,45%,189.0048649
Math,63,18,93%,45%,204.340528
Math,63,19,90%,44%,189.5286009
Math,63,20,94%,42%,185.8005872
Math,63,21,93%,45%,205.118125
Math,63,22,93%,46%,197.9982679
Math,63,23,94%,44%,195.1904409
Math,63,24,88%,43%,187.961915
Math,63,25,94%,45%,181.9897039
Math,63,26,91%,42%,184.770592
Math,63,27,92%,46%,191.8986721
Math,63,28,95%,45%,184.707962
Math,63,29,93%,46%,188.448611
Math,63,30,94%,41%,182.932853
Math,65,1,95%,7%,123.0512738
Math,65,2,79%,7%,123.777616
Math,65,3,95%,9%,121.418303
Math,65,4,95%,8%,122.5706432
Math,65,5,77%,7%,125.2235091
Math,65,6,95%,9%,121.727613
Math,65,7,95%,10%,122.3571949
Math,65,8,95%,8%,121.71419
Math,65,9,95%,11%,121.948287
Math,65,10,79%,8%,121.986799
Math,65,11,95%,9%,121.6426721
Math,65,12,95%,9%,124.4967999
Math,65,13,79%,14%,127.0660892
Math,65,14,95%,9%,121.927614
Math,65,15,95%,9%,122.252284
Math,65,16,95%,8%,121.991307
Math,65,17,77%,8%,122.461488
Math,65,18,95%,14%,125.1826272
Math,65,19,95%,9%,123.1610632
Math,65,20,79%,9%,123.0277689
Math,65,21,95%,10%,123.290724
Math,65,22,95%,11%,123.2148519
Math,65,23,95%,9%,121.997436
Math,65,24,79%,8%,122.6837602
Math,65,25,79%,8%,122.285532
Math,65,26,95%,10%,123.5147569
Math,65,27,79%,13%,125.3029048
Math,65,28,79%,15%,122.0665879
Math,65,29,95%,8%,121.9848409
Math,65,30,82%,9%,123.918601
Math,71,1,91%,62%,278.4435799
Math,71,2,94%,54%,281.826189
Math,71,3,94%,55%,268.4374721
Math,71,4,52%,28%,280.9140751
Math,71,5,62%,28%,291.2928131
Math,71,6,53%,28%,292.530694
Math,71,7,94%,63%,249.974618
Math,71,8,52%,28%,288.877898
Math,71,9,91%,58%,277.6591098
Math,71,10,50%,28%,282.6126411
Math,71,11,53%,28%,273.975703
Math,71,12,52%,28%,287.1030519
Math,71,13,52%,28%,272.1851861
Math,71,14,52%,28%,284.0129828
Math,71,15,95%,68%,257.852515
Math,71,16,64%,28%,287.491796
Math,71,17,50%,28%,295.392277
Math,71,18,62%,28%,275.608171
Math,71,19,48%,28%,212.757669
Math,71,20,62%,28%,276.157562
Math,71,21,52%,28%,281.902797
Math,71,22,53%,28%,281.757242
Math,71,23,95%,72%,258.6588359
Math,71,24,92%,65%,271.7637758
Math,71,25,53%,28%,286.3695581
Math,71,26,94%,67%,264.872097
Math,71,27,52%,28%,292.040833
Math,71,28,95%,60%,259.4861519
Math,71,29,50%,28%,278.3719959
Math,71,30,65%,28%,286.6820481
Math,73,1,100%,33%,59.91030002
Math,73,2,100%,39%,60.59899187
Math,73,3,100%,43%,66.26643991
Math,73,4,100%,38%,53.88140821
Math,73,5,100%,37%,39.42265415
Math,73,6,100%,41%,40.32118011
Math,73,7,100%,34%,30.11255217
Math,73,8,100%,43%,35.52944493
Math,73,9,100%,38%,45.95887089
Math,73,10,98%,42%,122.381465
Math,73,11,100%,37%,54.17936301
Math,73,12,100%,46%,58.35576606
Math,73,13,100%,36%,41.22860193
Math,73,14,100%,41%,57.6322
Math,73,15,100%,37%,45.93077302
Math,73,16,100%,36%,32.83706617
Math,73,17,100%,42%,42.13405299
Math,73,18,100%,48%,46.807091
Math,73,19,100%,39%,45.19395995
Math,73,20,100%,39%,49.338269
Math,73,21,100%,35%,42.91053009
Math,73,22,100%,38%,43.04530096
Math,73,23,100%,37%,53.80947304
Math,73,24,100%,40%,40.81339097
Math,73,25,100%,45%,36.39793205
Math,73,26,100%,43%,42.45468497
Math,73,27,100%,43%,50.84717298
Math,73,28,98%,31%,122.9216931
Math,73,29,100%,43%,91.44376612
Math,73,30,100%,45%,70.69821382
Math,80,1,84%,26%,183.7766552
Math,80,2,82%,20%,191.0411639
Math,80,3,82%,23%,193.9812982
Math,80,4,82%,23%,173.9968672
Math,80,5,82%,21%,223.705164
Math,80,6,82%,22%,194.16768
Math,80,7,82%,20%,181.332109
Math,80,8,80%,22%,186.5613668
Math,80,9,84%,21%,202.075546
Math,80,10,80%,18%,205.6857791
Math,80,11,84%,25%,182.2030871
Math,80,12,79%,20%,181.026577
Math,80,13,83%,23%,183.0287111
Math,80,14,84%,22%,190.0202889
Math,80,15,82%,24%,190.8425951
Math,80,16,82%,22%,216.1640391
Math,80,17,81%,16%,253.4475689
Math,80,18,81%,27%,196.2664299
Math,80,19,83%,24%,193.93083
Math,80,20,84%,24%,202.4609909
Math,80,21,82%,21%,203.1785469
Math,80,22,82%,21%,207.235019
Math,80,23,85%,24%,217.7904961
Math,80,24,82%,21%,193.9906249
Math,80,25,85%,22%,188.852252
Math,80,26,84%,22%,183.9747722
Math,80,27,84%,23%,182.5718012
Math,80,28,84%,27%,184.5279951
Math,80,29,82%,24%,228.4372611
Math,80,30,75%,27%,187.758909
Math,82,1,97%,27%,121.2127521
Math,82,2,97%,38%,121.6008189
Math,82,3,97%,44%,121.750464
Math,82,4,97%,36%,122.5476279
Math,82,5,97%,42%,121.7217081
Math,82,6,97%,33%,122.0243421
Math,82,7,97%,33%,121.6508241
Math,82,8,97%,43%,122.317883
Math,82,9,97%,28%,122.1039479
Math,82,10,97%,42%,122.3993261
Math,82,11,97%,1%,122.4825771
Math,82,12,97%,36%,121.6671078
Math,82,13,97%,30%,122.0004981
Math,82,14,97%,8%,121.046669
Math,82,15,97%,25%,122.083668
Math,82,16,97%,28%,121.9682059
Math,82,17,97%,1%,121.659703
Math,82,18,97%,1%,121.4294679
Math,82,19,97%,6%,121.2922139
Math,82,20,95%,6%,120.714503
Math,82,21,97%,36%,122.0548608
Math,82,22,97%,38%,122.070549
Math,82,23,97%,8%,122.0493519
Math,82,24,97%,33%,122.781621
Math,82,25,97%,6%,124.47296
Math,82,26,97%,31%,122.282938
Math,82,27,97%,8%,122.862668
Math,82,28,97%,0%,122.9057281
Math,82,29,97%,36%,123.1650338
Math,82,30,97%,35%,123.1279469
Math,85,1,100%,29%,25.44261312
Math,85,2,100%,28%,28.08388901
Math,85,3,100%,28%,36.12775207
Math,85,4,100%,30%,28.16774893
