project,bug,test_id,coverage,mutation score,time
Chart,5,27,100%,35%,77.35918593
Chart,5,28,100%,39%,112.0914111
Chart,5,29,100%,37%,81.59792781
Chart,5,30,99%,40%,134.4801409
Chart,9,1,99%,51%,142.699872
Chart,9,2,95%,47%,141.0966899
Chart,9,3,98%,49%,145.1900721
Chart,9,4,98%,49%,148.284595
Chart,9,5,98%,48%,143.3303761
Chart,9,6,96%,45%,140.446399
Chart,9,7,98%,48%,142.8351541
Chart,9,8,98%,48%,138.9167612
Chart,9,9,91%,44%,139.9247119
Chart,9,10,97%,47%,144.4747021
Chart,9,11,98%,47%,141.8559742
Chart,9,12,96%,48%,139.508661
Chart,9,13,,,20.90261889
Chart,9,14,97%,45%,146.450449
Chart,9,15,98%,45%,140.8346231
Chart,9,16,96%,49%,139.9930029
Chart,9,17,97%,46%,139.6928139
Chart,9,18,94%,46%,138.7437978
Chart,9,19,94%,46%,139.8532438
Chart,9,20,99%,48%,139.3199642
Chart,9,21,96%,46%,142.1518528
Chart,9,22,98%,47%,142.5501971
Chart,9,23,98%,48%,140.295579
Chart,9,24,90%,43%,140.3600249
Chart,9,25,96%,46%,141.8650219
Chart,9,26,96%,44%,145.466677
Chart,9,27,97%,45%,146.12516
Chart,9,28,94%,42%,144.870959
Chart,9,29,95%,48%,155.0879831
Chart,9,30,98%,49%,139.124953
Closure,115,1,16%,4%,138.907105
Closure,115,2,15%,4%,136.8557851
Closure,115,3,17%,4%,143.135596
Closure,115,4,17%,1%,138.0404749
Closure,115,5,6%,3%,136.9330029
Closure,115,6,16%,5%,140.42204
Closure,115,7,17%,4%,143.0184491
Closure,115,8,7%,0%,135.5277562
Closure,115,9,15%,4%,141.0608389
Closure,115,10,14%,1%,137.5886869
Closure,115,11,8%,0%,138.5979991
Closure,115,12,,,22.58832288
Closure,115,13,14%,1%,143.67924
Closure,115,14,9%,4%,143.0806491
Closure,115,15,14%,4%,139.4013219
Closure,115,16,10%,4%,135.9546521
Closure,115,17,13%,4%,140.1890578
Closure,115,18,8%,0%,138.0911031
Closure,115,19,16%,7%,137.3247762
Closure,115,20,12%,1%,143.489486
Closure,115,21,16%,4%,142.071326
Closure,115,22,17%,1%,142.8070381
Closure,115,23,8%,0%,136.8788159
Closure,115,24,12%,1%,142.191613
Closure,115,25,14%,4%,137.3426261
Closure,115,26,16%,1%,141.9136431
Closure,115,27,16%,4%,142.372252
Closure,115,28,14%,4%,141.9158058
Closure,115,29,8%,1%,135.4986198
Closure,115,30,14%,4%,141.6720331
Closure,126,1,33%,3%,133.1032372
Closure,126,2,37%,5%,134.9960692
Closure,126,3,47%,5%,134.724864
Closure,126,4,26%,4%,134.5102859
Closure,126,5,33%,4%,133.947799
Closure,126,6,34%,5%,136.565264
Closure,126,7,39%,4%,134.32845
Closure,126,8,32%,5%,134.7804718
Closure,126,9,36%,6%,136.4578269
Closure,126,10,55%,5%,135.565558
Closure,126,11,37%,5%,137.9651399
Closure,126,12,41%,6%,139.1633821
Closure,126,13,42%,4%,134.604959
Closure,126,14,32%,4%,138.5513861
Closure,126,15,36%,3%,135.2103469
Closure,126,16,39%,5%,138.737004
Closure,126,17,32%,4%,137.5347331
Closure,126,18,29%,4%,135.3160219
Closure,126,19,34%,7%,136.508249
Closure,126,20,32%,4%,135.411649
Closure,126,21,38%,4%,136.458885
Closure,126,22,30%,4%,137.3791361
Closure,126,23,32%,4%,135.2691941
Closure,126,24,49%,4%,138.99298
Closure,126,25,33%,5%,136.3824279
Closure,126,26,37%,5%,134.6436791
Closure,126,27,36%,6%,136.9379241
Closure,126,28,55%,9%,138.485652
Closure,126,29,30%,4%,136.0346241
Closure,126,30,39%,5%,138.8892641
Closure,18,1,45%,12%,158.289356
Closure,18,2,47%,14%,163.7319059
Closure,18,3,50%,15%,158.9731491
Closure,18,4,47%,15%,160.8040731
Closure,18,5,50%,16%,185.7608328
Closure,18,6,49%,15%,268.673075
Closure,18,7,,,720.3749542
Closure,18,8,56%,17%,163.6754818
Closure,18,9,54%,16%,166.9446392
Closure,18,10,63%,18%,167.6308792
Closure,18,11,56%,20%,159.582972
Closure,18,12,50%,13%,161.207948
Closure,18,13,54%,17%,161.9301059
Closure,18,14,54%,12%,156.1538289
Closure,18,15,60%,18%,162.7361212
Closure,18,16,47%,14%,158.2780068
Closure,18,17,53%,21%,160.7193551
Closure,18,18,47%,15%,159.113158
Closure,18,19,50%,16%,157.2210228
Closure,18,20,44%,12%,156.369324
Closure,18,21,59%,20%,168.5031359
Closure,18,22,49%,14%,159.7642691
Closure,18,23,48%,14%,159.5534861
Closure,18,24,50%,14%,158.1400781
Closure,18,25,58%,16%,159.986932
Closure,18,26,49%,13%,160.96261
Closure,18,27,48%,17%,161.559216
Closure,18,28,46%,13%,158.3299649
Closure,18,29,47%,13%,163.147588
Closure,18,30,41%,7%,473.358865
Closure,31,1,,,22.37226605
Closure,31,2,58%,14%,164.2198918
Closure,31,3,44%,14%,153.8909931
Closure,31,4,57%,18%,166.1742661
Closure,31,5,57%,19%,160.3731911
Closure,31,6,51%,15%,153.971971
Closure,31,7,54%,15%,162.3500202
Closure,31,8,52%,16%,158.3621569
Closure,31,9,44%,12%,153.6185479
Closure,31,10,56%,16%,160.0752349
Closure,31,11,55%,16%,159.723022
Closure,31,12,59%,16%,161.9397471
Closure,31,13,47%,14%,152.5269411
Closure,31,14,54%,21%,154.9805522
Closure,31,15,59%,18%,165.0366559
Closure,31,16,53%,17%,159.791038
Closure,31,17,57%,18%,168.771841
Closure,31,18,47%,11%,434.268333
Closure,31,19,58%,16%,164.5546348
Closure,31,20,54%,12%,719.7621269
Closure,31,21,62%,19%,163.5750451
Closure,31,22,55%,17%,160.8869469
Closure,31,23,56%,18%,166.5310938
Closure,31,24,51%,16%,159.168227
Closure,31,25,54%,17%,162.2961779
Closure,31,26,50%,15%,159.099462
Closure,31,27,59%,17%,162.3423672
Closure,31,28,52%,19%,161.0155392
Closure,31,29,44%,11%,157.487056
Closure,31,30,43%,13%,166.8628449
Closure,33,1,84%,58%,158.911061
Closure,33,2,87%,63%,153.4184902
Closure,33,3,83%,52%,152.791491
Closure,33,4,83%,55%,152.5498002
Closure,33,5,84%,59%,152.3232141
Closure,33,6,83%,60%,155.046509
Closure,33,7,84%,55%,152.526994
Closure,33,8,85%,54%,154.16677
Closure,33,9,88%,62%,156.2782161
Closure,33,10,82%,57%,155.465661
Closure,33,11,82%,54%,155.0323231
Closure,33,12,85%,62%,153.950166
Closure,33,13,86%,51%,155.4759169
Closure,33,14,84%,58%,149.167232
Closure,33,15,86%,55%,153.6520989
Closure,33,16,82%,53%,156.800667
Closure,33,17,81%,56%,160.442281
Closure,33,18,80%,57%,151.9881132
Closure,33,19,81%,53%,170.863373
Closure,33,20,83%,56%,167.6203182
Closure,33,21,82%,59%,151.844275
Closure,33,22,86%,58%,157.2015629
Closure,33,23,85%,56%,149.0747259
Closure,33,24,86%,53%,152.7009511
Closure,33,25,80%,55%,154.847868
Closure,33,26,82%,57%,159.9403651
Closure,33,27,81%,54%,177.198683
Closure,33,28,87%,56%,171.8653419
Closure,33,29,81%,56%,170.5338001
Closure,33,30,87%,59%,158.2912681
Closure,40,1,19%,9%,136.6017759
Closure,40,2,26%,10%,139.7033999
Closure,40,3,25%,9%,139.0251279
Closure,40,4,25%,8%,135.772083
Closure,40,5,25%,10%,138.84916
Closure,40,6,30%,10%,141.270041
Closure,40,7,26%,10%,136.6574469
Closure,40,8,28%,10%,140.228199
Closure,40,9,24%,9%,143.3908608
Closure,40,10,21%,8%,139.1432381
Closure,40,11,23%,10%,146.6928408
Closure,40,12,25%,8%,140.738039
Closure,40,13,47%,14%,144.75457
Closure,40,14,26%,8%,140.5206649
Closure,40,15,25%,10%,136.1063931
Closure,40,16,26%,9%,136.123127
Closure,40,17,25%,9%,138.6725988
Closure,40,18,27%,10%,137.4556081
Closure,40,19,27%,9%,140.7806668
Closure,40,20,19%,8%,136.0260811
Closure,40,21,24%,8%,137.125098
Closure,40,22,30%,9%,140.210278
Closure,40,23,24%,9%,137.3968132
Closure,40,24,28%,9%,136.896692
Closure,40,25,30%,8%,143.5443718
Closure,40,26,25%,10%,134.199311
Closure,40,27,26%,10%,140.866107
Closure,40,28,26%,9%,139.6690149
Closure,40,29,24%,8%,135.657084
Closure,40,30,29%,7%,137.406719
Closure,73,1,,,15.48522496
Closure,73,2,14%,34%,144.1658239
Closure,73,3,14%,30%,142.5352809
Closure,73,4,14%,34%,146.1481509
Closure,73,5,55%,30%,142.3082869
Closure,73,6,55%,25%,209.2457581
Closure,73,7,44%,39%,178.128855
Closure,73,8,14%,36%,144.98438
Closure,73,9,14%,35%,137.1859019
Closure,73,10,13%,30%,132.918153
Closure,73,11,14%,35%,132.4327431
Closure,73,12,40%,38%,146.427547
Closure,73,13,14%,37%,130.7918849
Closure,73,14,14%,35%,131.214853
Closure,73,15,45%,38%,147.5961521
Closure,73,16,15%,37%,149.434509
Closure,73,17,14%,38%,132.3140581
Closure,73,18,14%,28%,135.5178611
Closure,73,19,14%,33%,141.7144639
Closure,73,20,14%,37%,131.1503739
Closure,73,21,14%,37%,137.783519
Closure,73,22,14%,33%,133.8687611
Closure,73,23,14%,38%,137.5666149
Closure,73,24,50%,37%,138.654917
Closure,73,25,14%,34%,138.5652421
Closure,73,26,54%,31%,142.7075291
Closure,73,27,13%,30%,133.1802599
Closure,73,28,14%,34%,142.340148
Closure,73,29,14%,36%,132.2234871
Closure,73,30,60%,39%,146.1181781
Lang,10,1,75%,37%,126.7862711
Lang,10,2,75%,36%,131.367449
Lang,10,3,76%,36%,129.8167019
Lang,10,4,74%,36%,127.2302911
Lang,10,5,79%,37%,130.9062519
Lang,10,6,78%,38%,130.186547
Lang,10,7,78%,37%,135.8101761
Lang,10,8,78%,39%,131.449266
Lang,10,9,75%,40%,128.2975411
Lang,10,10,75%,41%,128.4715261
Lang,10,11,76%,38%,127.300117
Lang,10,12,77%,37%,128.08834
Lang,10,13,79%,39%,135.5023839
Lang,10,14,79%,38%,129.2629049
Lang,10,15,75%,38%,128.614058
Lang,10,16,78%,39%,130.6605339
Lang,10,17,75%,33%,131.9791701
Lang,10,18,76%,38%,129.258472
Lang,10,19,77%,37%,131.1811881
Lang,10,20,77%,35%,126.4228058
Lang,10,21,76%,39%,127.510463
Lang,10,22,79%,39%,126.468379
Lang,10,23,78%,38%,130.204601
Lang,10,24,74%,37%,129.086987
Lang,10,25,75%,39%,129.426074
Lang,10,26,75%,41%,127.8856919
Lang,10,27,74%,33%,126.3899012
Lang,10,28,75%,38%,129.0224161
Lang,10,29,79%,37%,131.44169
Lang,10,30,79%,38%,128.1550419
Lang,16,1,95%,64%,129.9504941
Lang,16,2,95%,61%,129.7541192
Lang,16,3,93%,61%,128.530772
Lang,16,4,93%,59%,128.0029981
Lang,16,5,91%,60%,128.752753
Lang,16,6,93%,63%,126.8234479
Lang,16,7,94%,59%,128.9320772
Lang,16,8,92%,59%,127.1396849
Lang,16,9,95%,61%,130.63605
Lang,16,10,94%,62%,129.568351
Lang,16,11,95%,58%,128.3800888
Lang,16,12,95%,61%,127.595299
Lang,16,13,94%,57%,128.1236141
Lang,16,14,92%,62%,128.0346451
Lang,16,15,94%,63%,129.2563112
Lang,16,16,96%,62%,128.3452401
Lang,16,17,94%,61%,129.4359999
Lang,16,18,91%,57%,128.8968611
Lang,16,19,91%,62%,128.8888891
Lang,16,20,95%,61%,128.322958
Lang,16,21,95%,61%,128.666631
Lang,16,22,95%,62%,127.4877172
Lang,16,23,93%,63%,128.921097
Lang,16,24,93%,60%,127.7720962
Lang,16,25,94%,60%,128.484869
Lang,16,26,93%,59%,128.2531559
Lang,16,27,95%,59%,128.9215691
Lang,16,28,95%,61%,127.240711
Lang,16,29,93%,58%,130.1362078
Lang,16,30,94%,58%,128.8874121
Lang,20,1,93%,57%,203.1328039
Lang,20,2,94%,58%,239.576309
Lang,20,3,93%,55%,218.593873
Lang,20,4,93%,57%,255.398113
Lang,20,5,94%,57%,222.1941102
Lang,20,6,94%,57%,227.868418
Lang,20,7,94%,55%,224.828325
Lang,20,8,93%,56%,206.561208
Lang,20,9,94%,57%,236.0049241
Lang,20,10,94%,58%,351.2185481
Lang,20,11,93%,56%,212.3450229
Lang,20,12,93%,58%,285.774174
Lang,20,13,94%,56%,238.0532839
Lang,20,14,94%,57%,344.0248621
Lang,20,15,94%,55%,252.1322341
Lang,20,16,94%,56%,240.1876979
Lang,20,17,94%,56%,278.9294169
Lang,20,18,94%,55%,216.1837659
Lang,20,19,94%,55%,237.495744
Lang,20,20,94%,54%,224.123251
Lang,20,21,93%,57%,208.3032069
Lang,20,22,94%,57%,207.707006
Lang,20,23,94%,57%,327.028547
Lang,20,24,93%,56%,258.641084
Lang,20,25,94%,55%,247.8302529
Lang,20,26,94%,56%,223.6874979
Lang,20,27,93%,56%,210.612381
Lang,20,28,93%,56%,212.867471
Lang,20,29,93%,57%,219.607079
Lang,20,30,93%,54%,306.8827312
Lang,22,1,93%,42%,135.13254
Lang,22,2,93%,40%,131.827292
Lang,22,3,94%,42%,130.4499881
Lang,22,4,93%,38%,144.094106
Lang,22,5,93%,41%,134.4089091
Lang,22,6,93%,43%,131.6775131
Lang,22,7,92%,43%,133.9183402
Lang,22,8,93%,45%,135.821028
Lang,22,9,91%,38%,129.354697
Lang,22,10,92%,42%,130.9859331
Lang,22,11,92%,38%,135.1459601
Lang,22,12,94%,42%,153.1075709
Lang,22,13,93%,35%,136.0900209
Lang,22,14,93%,44%,134.3768389
Lang,22,15,92%,41%,130.2691329
Lang,22,16,92%,40%,129.9053638
Lang,22,17,93%,41%,133.1437001
Lang,22,18,93%,32%,130.533473
Lang,22,19,93%,37%,131.1447151
Lang,22,20,93%,45%,131.875731
Lang,22,21,93%,40%,132.143343
Lang,22,22,93%,44%,130.1403918
Lang,22,23,93%,40%,130.6650581
Lang,22,24,94%,36%,135.085907
Lang,22,25,93%,41%,131.6363699
Lang,22,26,93%,38%,135.66225
Lang,22,27,93%,41%,132.1899359
Lang,22,28,92%,38%,134.3497
Lang,22,29,94%,39%,134.052876
Lang,22,30,93%,44%,175.365469
Lang,24,1,95%,63%,130.7120981
Lang,24,2,92%,61%,129.219697
Lang,24,3,95%,58%,135.277262
Lang,24,4,94%,57%,133.191859
Lang,24,5,91%,60%,130.3955181
Lang,24,6,93%,61%,132.498903
Lang,24,7,93%,60%,133.118906
Lang,24,8,96%,60%,129.1036279
Lang,24,9,92%,60%,129.903234
Lang,24,10,94%,56%,127.813596
Lang,24,11,94%,58%,131.1036441
Lang,24,12,95%,62%,135.91959
Lang,24,13,94%,61%,130.7725949
Lang,24,14,92%,59%,131.879097
Lang,24,15,92%,59%,136.2614141
Lang,24,16,90%,57%,133.9635909
Lang,24,17,92%,58%,131.907691
Lang,24,18,92%,60%,130.6226618
Lang,24,19,93%,62%,136.6193919
Lang,24,20,94%,58%,135.7736449
Lang,24,21,92%,60%,130.4488938
Lang,24,22,94%,57%,327.2416501
Lang,24,23,96%,57%,135.5135
Lang,24,24,95%,63%,126.914917
Lang,24,25,95%,60%,127.5913119
Lang,24,26,95%,57%,128.7435749
Lang,24,27,94%,57%,127.4221771
Lang,24,28,95%,61%,129.25331
Lang,24,29,95%,61%,127.9806261
Lang,24,30,96%,60%,129.219202
Lang,26,1,84%,22%,245.6160529
Lang,26,2,84%,24%,223.6575561
Lang,26,3,85%,18%,239.618516
Lang,26,4,84%,21%,266.8927119
Lang,26,5,84%,19%,218.0450988
Lang,26,6,84%,15%,230.65905
Lang,26,7,85%,22%,292.9803319
Lang,26,8,84%,24%,246.0013459
Lang,26,9,84%,18%,240.584713
Lang,26,10,84%,24%,225.2576509
Lang,26,11,84%,21%,245.3662701
Lang,26,12,83%,18%,257.653137
Lang,26,13,85%,21%,270.051549
Lang,26,14,84%,19%,237.446696
Lang,26,15,85%,21%,258.601975
Lang,26,16,83%,16%,225.8131039
Lang,26,17,84%,20%,259.355834
Lang,26,18,84%,18%,279.4056351
Lang,26,19,84%,21%,308.6995831
Lang,26,20,83%,20%,306.5078881
Lang,26,21,84%,21%,272.2025781
Lang,26,22,85%,18%,266.460434
Lang,26,23,85%,17%,226.800287
Lang,26,24,86%,23%,286.9190671
Lang,26,25,84%,20%,238.8355379
Lang,26,26,84%,20%,277.9935389
Lang,26,27,84%,21%,287.349113
Lang,26,28,84%,20%,330.9837611
Lang,26,29,84%,25%,287.9799938
Lang,26,30,84%,19%,246.6467252
Lang,27,1,95%,60%,129.7042561
Lang,27,2,92%,60%,133.1670671
Lang,27,3,94%,62%,131.4165621
Lang,27,4,94%,60%,129.9003379
Lang,27,5,94%,59%,133.0810301
Lang,27,6,93%,60%,132.4264629
Lang,27,7,92%,58%,133.466522
Lang,27,8,94%,57%,134.2231672
Lang,27,9,92%,61%,131.189033
Lang,27,10,96%,59%,131.6319621
Lang,27,11,94%,58%,135.4014781
Lang,27,12,94%,59%,132.6411169
Lang,27,13,92%,63%,133.1095688
Lang,27,14,94%,58%,135.0513048
Lang,27,15,93%,59%,135.149044
Lang,27,16,92%,61%,132.5638661
Lang,27,17,96%,58%,131.1005311
Lang,27,18,92%,59%,130.0909429
Lang,27,19,92%,60%,130.566355
Lang,27,20,94%,61%,133.2822669
Lang,27,21,94%,60%,131.833272
Lang,27,22,94%,63%,132.5111899
Lang,27,23,92%,62%,129.2685101
Lang,27,24,92%,58%,129.6743779
Lang,27,25,92%,58%,128.6446559
Lang,27,26,92%,55%,129.597872
Lang,27,27,94%,61%,129.380564
Lang,27,28,94%,60%,131.431371
Lang,27,29,92%,60%,130.660177
Lang,27,30,92%,59%,130.9644809
Lang,33,1,90%,64%,126.412931
Lang,33,2,91%,67%,123.6344151
Lang,33,3,94%,66%,125.2222681
Lang,33,4,90%,67%,123.243438
Lang,33,5,90%,59%,123.7268322
Lang,33,6,90%,62%,123.4863369
Lang,33,7,91%,60%,123.732517
Lang,33,8,92%,61%,124.4394989
Lang,33,9,90%,59%,124.1642711
Lang,33,10,90%,58%,125.5010068
Lang,33,11,91%,66%,124.824543
Lang,33,12,92%,64%,124.961988
Lang,33,13,92%,62%,123.777683
Lang,33,14,89%,60%,124.6017561
Lang,33,15,94%,63%,123.6175508
Lang,33,16,93%,64%,124.3854618
Lang,33,17,93%,65%,124.58304
Lang,33,18,,,12.87426996
Lang,33,19,90%,60%,123.1837862
Lang,33,20,91%,68%,123.5221241
Lang,33,21,89%,63%,125.7111042
Lang,33,22,91%,58%,124.7251592
Lang,33,23,90%,63%,122.4214489
Lang,33,24,89%,63%,123.4546671
Lang,33,25,91%,58%,124.3742058
Lang,33,26,92%,58%,123.3717799
Lang,33,27,89%,56%,125.4120638
Lang,33,28,90%,59%,123.7521789
Lang,33,29,91%,63%,123.4509132
Lang,33,30,90%,63%,122.6289101
Lang,35,1,98%,70%,152.69169
Lang,35,2,99%,70%,152.7102339
Lang,35,3,99%,71%,153.2431531
Lang,35,4,98%,70%,152.9889579
Lang,35,5,98%,71%,152.2245202
Lang,35,6,99%,71%,151.7803111
Lang,35,7,98%,71%,153.708487
Lang,35,8,99%,71%,160.8161399
Lang,35,9,99%,71%,154.096122
Lang,35,10,99%,70%,151.8419142
Lang,35,11,99%,71%,151.620023
Lang,35,12,99%,69%,152.7013149
Lang,35,13,98%,72%,153.1568151
Lang,35,14,99%,71%,151.7285259
Lang,35,15,98%,71%,151.9502251
Lang,35,16,99%,71%,150.311831
Lang,35,17,98%,71%,152.5375881
Lang,35,18,98%,72%,151.9989271
Lang,35,19,98%,71%,167.1781371
Lang,35,20,98%,70%,152.770453
Lang,35,21,98%,70%,151.9207242
Lang,35,22,98%,69%,151.3549309
Lang,35,23,99%,72%,152.2562861
Lang,35,24,98%,70%,152.4219489
Lang,35,25,99%,72%,158.1593721
Lang,35,26,98%,68%,150.0142419
Lang,35,27,99%,71%,152.4265769
Lang,35,28,99%,71%,152.1306181
Lang,35,29,99%,70%,151.7481921
Lang,35,30,99%,71%,151.8005641
Lang,38,1,84%,20%,311.6012449
Lang,38,2,84%,26%,386.511302
Lang,38,3,84%,19%,294.5660481
Lang,38,4,83%,27%,246.2095799
Lang,38,5,86%,28%,283.3517971
Lang,38,6,84%,21%,235.0425949
Lang,38,7,84%,22%,232.1357062
Lang,38,8,85%,24%,248.425348
Lang,38,9,85%,19%,242.402626
Lang,38,10,83%,15%,281.5742841
Lang,38,11,83%,19%,237.9660301
Lang,38,12,84%,22%,267.431293
Lang,38,13,83%,25%,245.2142439
Lang,38,14,85%,14%,370.7509532
Lang,38,15,83%,24%,248.8892529
Lang,38,16,85%,16%,233.9941592
Lang,38,17,84%,23%,271.664906
Lang,38,18,84%,23%,276.645535
Lang,38,19,85%,21%,261.0387261
Lang,38,20,84%,26%,248.8493941
Lang,38,21,82%,21%,233.6844389
Lang,38,22,85%,20%,246.8092251
Lang,38,23,86%,25%,267.3702059
Lang,38,24,84%,20%,261.138154
Lang,38,25,84%,25%,260.6414359
Lang,38,26,84%,22%,278.8536551
Lang,38,27,84%,26%,279.4234231
Lang,38,28,85%,17%,251.946825
Lang,38,29,85%,16%,270.921303
Lang,38,30,85%,23%,248.8403161
Lang,39,1,96%,58%,190.6043019
Lang,39,2,96%,59%,209.7942479
Lang,39,3,96%,60%,209.7025971
Lang,39,4,95%,57%,217.550065
Lang,39,5,96%,61%,202.772058
Lang,39,6,96%,61%,260.6989779
Lang,39,7,95%,59%,206.954222
Lang,39,8,95%,59%,227.357769
Lang,39,9,96%,60%,192.35706
Lang,39,10,96%,60%,202.0180209
Lang,39,11,95%,62%,229.063297
Lang,39,12,96%,60%,239.080472
Lang,39,13,96%,61%,210.556453
Lang,39,14,96%,61%,206.8696361
Lang,39,15,96%,62%,213.580312
Lang,39,16,96%,58%,210.2593319
Lang,39,17,,,12.89518595
Lang,39,18,97%,58%,223.931608
Lang,39,19,97%,59%,223.935266
Lang,39,20,96%,61%,203.4781048
Lang,39,21,96%,59%,202.4712989
