Patch,Project,Bug,Test,Seed,Test Number,Failing Tests,Time
patch-Chart-24-fix.patch,Chart,24,Evosuite_2019,17,9,0,1.92
patch-Chart-24-fix.patch,Chart,24,Evosuite_2019,18,8,0,1.92
patch-Chart-24-fix.patch,Chart,24,Evosuite_2019,19,8,0,1.915
patch-Chart-24-fix.patch,Chart,24,Evosuite_2019,20,8,0,1.907
patch-Chart-24-fix.patch,Chart,24,Evosuite_2019,21,9,0,1.921
patch-Chart-24-fix.patch,Chart,24,Evosuite_2019,22,9,0,1.904
patch-Chart-24-fix.patch,Chart,24,Evosuite_2019,23,9,0,1.907
patch-Chart-24-fix.patch,Chart,24,Evosuite_2019,24,8,0,1.922
patch-Chart-24-fix.patch,Chart,24,Evosuite_2019,25,8,0,1.919
patch-Chart-24-fix.patch,Chart,24,Evosuite_2019,26,8,0,1.911
patch-Chart-24-fix.patch,Chart,24,Evosuite_2019,27,9,0,1.916
patch-Chart-24-fix.patch,Chart,24,Evosuite_2019,28,9,0,1.92
patch-Chart-24-fix.patch,Chart,24,Evosuite_2019,29,8,0,1.915
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,0,60,0,4.729
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,1,56,0,3.912
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,2,59,0,3.966
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,4,53,0,3.918
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,5,54,0,3.885
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,6,59,0,3.789
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,7,60,0,4.361
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,8,57,0,3.936
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,9,61,0,3.822
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,10,54,0,4.568
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,11,56,0,3.917
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,12,56,0,3.963
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,13,57,0,3.798
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,14,59,0,3.925
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,15,59,0,3.77
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,16,56,1,3.939
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,17,58,0,3.795
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,18,57,0,3.842
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,19,56,0,3.773
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,20,62,0,3.854
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,21,0,0,1.604
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,22,56,0,3.941
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,23,57,0,3.778
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,24,58,0,3.911
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,25,56,0,4.351
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,26,54,0,3.8
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,27,59,0,3.952
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,28,57,1,3.925
patch-Chart-26-fix.patch,Chart,26,Evosuite_2019,29,58,0,3.865
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,0,1,1,1.604
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,1,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,2,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,3,1,1,1.604
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,4,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,5,1,1,1.602
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,6,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,7,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,8,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,9,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,10,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,11,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,12,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,13,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,14,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,15,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,16,1,1,1.602
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,17,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,18,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,19,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,20,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,21,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,22,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,23,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,24,1,1,1.604
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,25,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,26,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,27,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,28,1,1,1.603
patch-Chart-3-fix.patch,Chart,3,Evosuite_2019,29,1,1,1.603
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,0,1,1,1.603
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,1,1,1,1.602
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,2,1,1,1.604
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,3,1,1,1.603
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,4,1,1,1.603
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,5,1,1,1.604
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,6,1,1,1.603
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,7,1,1,1.602
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,8,1,1,1.604
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,9,1,1,1.604
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,10,1,1,1.603
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,11,1,1,1.604
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,12,1,1,1.604
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,13,1,1,1.602
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,14,1,1,1.603
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,15,1,1,1.603
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,16,1,1,1.603
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,17,1,1,1.603
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,18,1,1,1.603
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,19,1,1,1.603
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,20,1,1,1.604
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,21,1,1,1.604
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,22,1,1,1.603
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,23,1,1,1.603
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,24,1,1,1.604
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,25,1,1,1.603
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,26,1,1,1.603
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,27,1,1,1.603
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,28,1,1,1.604
patch-Chart-5-fix.patch,Chart,5,Evosuite_2019,29,1,1,1.604
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,0,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,1,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,2,1,1,1.605
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,3,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,4,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,5,1,1,1.602
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,6,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,7,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,8,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,9,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,10,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,11,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,13,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,14,1,1,1.602
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,15,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,16,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,17,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,18,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,19,1,1,1.604
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,20,1,1,1.602
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,21,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,22,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,23,1,1,1.604
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,24,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,25,1,1,1.602
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,26,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,27,1,1,1.604
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,28,1,1,1.603
patch-Chart-9-fix.patch,Chart,9,Evosuite_2019,29,1,1,1.604
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,0,12,4,7.72
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,1,10,0,7.601
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,2,11,0,7.212
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,3,10,0,7.458
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,4,5,1,7.124
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,5,10,0,7.734
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,6,13,0,7.288
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,7,7,0,7.184
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,8,11,1,6.917
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,9,9,0,6.782
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,10,6,0,6.707
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,12,10,0,6.781
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,13,7,0,6.931
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,14,9,0,6.998
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,15,7,0,6.917
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,16,10,2,6.828
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,17,6,0,6.608
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,18,11,3,7.239
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,19,9,0,7.758
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,20,12,0,7.235
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,21,10,2,7.527
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,22,7,0,6.783
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,23,9,0,6.904
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,24,10,2,6.882
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,25,13,1,7.484
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,26,11,1,6.918
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,27,11,2,7.13
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,28,6,0,6.98
patch-Closure-115-fix.patch,Closure,115,Evosuite_2019,29,9,0,7.285
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,0,8,0,6.802
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,1,8,0,6.784
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,2,11,0,6.772
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,3,4,0,6.618
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,4,7,0,6.704
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,5,8,0,6.401
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,6,10,0,6.571
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,7,6,0,6.555
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,8,8,0,6.49
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,9,15,0,6.719
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,10,9,0,6.761
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,11,9,0,7.179
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,12,13,0,6.761
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,13,6,0,6.653
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,14,6,0,6.48
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,15,10,0,6.481
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,16,6,0,6.634
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,17,5,0,6.498
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,18,5,0,6.395
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,19,7,0,6.811
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,20,10,0,6.689
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,21,6,0,6.48
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,22,6,0,6.451
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,23,12,0,6.988
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,24,6,0,6.699
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,25,7,0,6.814
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,26,8,0,6.489
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,27,13,0,6.603
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,28,5,0,6.649
patch-Closure-126-fix.patch,Closure,126,Evosuite_2019,29,9,0,6.637
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,0,97,1,9.733
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,1,96,1,9.587
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,2,101,2,9.223
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,3,95,1,8.966
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,4,94,1,9.333
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,5,93,2,9.752
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,7,96,1,8.82
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,8,99,2,9.369
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,9,100,1,8.991
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,10,98,2,9.148
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,11,99,1,8.797
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,12,96,1,10.565
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,13,86,2,8.755
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,14,86,1,9.001
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,15,95,2,8.743
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,16,102,3,8.926
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,17,88,2,9.068
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,18,97,2,8.576
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,19,93,1,8.322
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,20,96,2,9.447
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,21,94,1,8.924
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,22,97,2,10.045
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,23,95,1,8.639
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,24,91,3,9.04
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,25,92,1,9.05
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,26,93,2,8.975
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,27,96,1,8.662
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,28,93,1,9.095
patch-Closure-18-fix.patch,Closure,18,Evosuite_2019,29,104,8,8.873
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,1,85,0,8.799
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,2,88,0,8.568
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,3,102,1,9.315
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,4,95,0,9.614
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,5,92,0,8.641
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,6,90,1,8.417
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,7,101,4,8.856
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,8,84,0,8.882
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,9,100,0,9.181
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,10,94,0,8.693
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,11,94,0,8.742
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,12,92,1,8.247
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,13,94,1,8.747
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,14,98,0,8.9
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,15,92,0,8.932
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,16,100,0,8.615
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,17,99,13,8.883
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,18,98,1,8.477
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,19,0,0,1.602
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,20,91,0,9.165
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,21,94,0,9.33
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,22,101,0,9.605
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,23,90,0,8.578
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,24,90,1,8.555
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,25,96,0,8.508
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,26,82,1,8.933
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,27,90,0,8.479
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,28,83,1,8.301
patch-Closure-31-fix.patch,Closure,31,Evosuite_2019,29,85,0,8.204
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,0,1,1,1.603
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,1,1,1,1.604
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,2,1,1,1.602
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,3,1,1,1.602
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,4,1,1,1.603
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,5,1,1,1.602
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,6,1,1,1.603
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,7,1,1,1.603
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,8,1,1,1.602
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,9,1,1,1.603
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,10,1,1,1.603
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,11,1,1,1.603
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,12,1,1,1.603
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,13,1,1,1.603
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,14,1,1,1.602
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,15,1,1,1.602
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,16,1,1,1.602
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,17,1,1,1.603
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,18,1,1,1.603
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,19,1,1,1.603
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,20,1,1,1.603
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,21,1,1,1.602
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,22,1,1,1.603
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,23,1,1,1.602
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,24,1,1,1.602
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,25,1,1,1.603
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,26,1,1,1.603
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,27,1,1,1.602
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,28,1,1,1.602
patch-Closure-33-fix.patch,Closure,33,Evosuite_2019,29,1,1,1.603
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,0,1,1,1.603
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,1,1,1,1.603
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,2,1,1,1.603
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,3,1,1,1.602
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,4,1,1,1.602
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,5,1,1,1.603
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,6,1,1,1.603
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,7,1,1,1.604
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,8,1,1,1.603
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,9,1,1,1.603
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,10,1,1,1.603
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,11,1,1,1.603
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,12,1,1,1.602
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,13,1,1,1.603
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,14,1,1,1.603
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,15,1,1,1.603
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,16,1,1,1.603
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,17,1,1,1.602
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,18,1,1,1.603
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,19,1,1,1.603
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,20,1,1,1.603
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,21,1,1,1.603
patch-Closure-40-fix.patch,Closure,40,Evosuite_2019,22,1,1,1.602
