Patch,project,bug,test,seed,total test,failing test,time,failures,,,,,,,,,
patch1-Lang-60-SimFix.patch,Lang,60,DRR_Randoop,16,1191,0,0.125,,,,,,,,,,
patch1-Lang-60-SimFix.patch,Lang,60,DRR_Randoop,17,978,0,0.142,,,,,,,,,,
patch1-Lang-60-SimFix.patch,Lang,60,DRR_Randoop,18,978,0,0.101,,,,,,,,,,
patch1-Lang-60-SimFix.patch,Lang,60,DRR_Randoop,19,978,0,0.149,,,,,,,,,,
patch1-Lang-60-SimFix.patch,Lang,60,DRR_Randoop,20,978,0,0.11,,,,,,,,,,
patch1-Lang-60-SimFix.patch,Lang,60,DRR_Randoop,21,978,0,0.098,,,,,,,,,,
patch1-Lang-60-SimFix.patch,Lang,60,DRR_Randoop,22,978,0,0.099,,,,,,,,,,
patch1-Lang-60-SimFix.patch,Lang,60,DRR_Randoop,23,978,0,0.096,,,,,,,,,,
patch1-Lang-60-SimFix.patch,Lang,60,DRR_Randoop,24,978,0,0.107,,,,,,,,,,
patch1-Lang-60-SimFix.patch,Lang,60,DRR_Randoop,25,1076,0,0.121,,,,,,,,,,
patch1-Lang-60-SimFix.patch,Lang,60,DRR_Randoop,26,1064,0,0.104,,,,,,,,,,
patch1-Lang-60-SimFix.patch,Lang,60,DRR_Randoop,27,920,0,0.124,,,,,,,,,,
patch1-Lang-60-SimFix.patch,Lang,60,DRR_Randoop,28,1278,0,0.17,,,,,,,,,,
patch1-Lang-60-SimFix.patch,Lang,60,DRR_Randoop,29,1278,0,0.127,,,,,,,,,,
patch1-Lang-60-SimFix.patch,Lang,60,DRR_Randoop,30,1136,0,0.118,,,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,27,132,1,0.085,"1) test046(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test046(NumberUtils_ESTest.java:447)",,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,4,130,1,0.076,"1) test046(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test046(NumberUtils_ESTest.java:463)",,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,20,134,1,0.085,"1) test048(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test048(NumberUtils_ESTest.java:443)",,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,25,134,1,0.079,"1) test048(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test048(NumberUtils_ESTest.java:458)",,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,2,132,1,0.099,"1) test048(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test048(NumberUtils_ESTest.java:465)",,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,5,134,1,0.087,"1) test048(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test048(NumberUtils_ESTest.java:467)",,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,22,133,1,0.078,"1) test048(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test048(NumberUtils_ESTest.java:473)",,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,14,132,1,0.081,"1) test048(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test048(NumberUtils_ESTest.java:498)",,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,28,130,1,0.082,"1) test049(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test049(NumberUtils_ESTest.java:473)",,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,1,131,1,0.082,"1) test049(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test049(NumberUtils_ESTest.java:482)",,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,18,131,1,0.075,"1) test049(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test049(NumberUtils_ESTest.java:486)",,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,7,135,1,0.08,"1) test049(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test049(NumberUtils_ESTest.java:487)",,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,24,133,1,0.079,"1) test049(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test049(NumberUtils_ESTest.java:490)",,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,29,132,1,0.106,"1) test049(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test049(NumberUtils_ESTest.java:494)",,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,3,136,1,0.08,"1) test050(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test050(NumberUtils_ESTest.java:497)",,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,8,136,1,0.089,"1) test051(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test051(NumberUtils_ESTest.java:500)",,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,19,133,1,0.076,"1) test051(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test051(NumberUtils_ESTest.java:511)",,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,16,137,1,0.079,"1) test051(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test051(NumberUtils_ESTest.java:516)",,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,0,136,0,0.066,,,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,6,132,0,0.078,,,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,9,131,0,0.065,,,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,10,129,0,0.084,,,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,11,129,0,0.077,,,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,12,130,0,0.078,,,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,13,132,0,0.067,,,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,15,135,0,0.098,,,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,17,132,0,0.066,,,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,21,130,0,0.067,,,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,23,133,0,0.073,,,,,,,,,,
patch1-Lang-7-ACS.patch,Lang,7,DRR_Evosuite,26,130,0,0.075,,,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,26,130,2,0.083,"1) test017(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test017(NumberUtils_ESTest.java:136)2) test028(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test028(NumberUtils_ESTest.java:274)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,7,135,2,0.076,"1) test023(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test023(NumberUtils_ESTest.java:218)2) test049(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test049(NumberUtils_ESTest.java:487)","java.lang.AssertionError: '1564642799999' != '1561964399999'^	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)^java.lang.AssertionError: '1564642799999' != '1561964399999'^	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)^java.lang.AssertionError: '24235' != '24234'^	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)^java.lang.AssertionError: 'July 2019' != 'June 2019'^	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)^java.lang.AssertionError: '1564642799999' != '1561964399999'^	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)^java.lang.AssertionError: '1564642799999' != '1561964399999'^	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)^java.lang.AssertionError: '7' != '6'^	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)^",,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,17,132,2,0.078,"1) test024(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test024(NumberUtils_ESTest.java:232)2) test034(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test034(NumberUtils_ESTest.java:356)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,10,129,1,0.086,"1) test026(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test026(NumberUtils_ESTest.java:260)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,6,132,1,0.079,"1) test031(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test031(NumberUtils_ESTest.java:324)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,12,130,1,0.078,"1) test033(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test033(NumberUtils_ESTest.java:340)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,2,132,2,0.077,"1) test033(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test033(NumberUtils_ESTest.java:342)2) test048(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test048(NumberUtils_ESTest.java:465)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,5,134,2,0.084,"1) test033(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test033(NumberUtils_ESTest.java:344)2) test048(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test048(NumberUtils_ESTest.java:467)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,15,135,2,0.076,"1) test033(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test033(NumberUtils_ESTest.java:350)2) test049(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test049(NumberUtils_ESTest.java:479)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,13,132,2,0.084,"1) test034(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test034(NumberUtils_ESTest.java:350)2) test048(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test048(NumberUtils_ESTest.java:466)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,3,136,2,0.079,"1) test037(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test037(NumberUtils_ESTest.java:393)2) test050(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test050(NumberUtils_ESTest.java:497)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,9,131,2,0.085,"1) test038(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test038(NumberUtils_ESTest.java:375)2) test048(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test048(NumberUtils_ESTest.java:467)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,8,136,2,0.077,"1) test038(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test038(NumberUtils_ESTest.java:396)2) test051(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test051(NumberUtils_ESTest.java:500)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,14,132,2,0.096,"1) test038(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test038(NumberUtils_ESTest.java:412)2) test048(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test048(NumberUtils_ESTest.java:498)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,27,132,1,0.076,"1) test046(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test046(NumberUtils_ESTest.java:447)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,11,129,1,0.096,"1) test046(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test046(NumberUtils_ESTest.java:453)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,4,130,1,0.097,"1) test046(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test046(NumberUtils_ESTest.java:463)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,21,130,1,0.079,"1) test047(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test047(NumberUtils_ESTest.java:476)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,20,134,1,0.076,"1) test048(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test048(NumberUtils_ESTest.java:443)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,25,134,1,0.09,"1) test048(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test048(NumberUtils_ESTest.java:458)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,23,133,1,0.077,"1) test048(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test048(NumberUtils_ESTest.java:459)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,22,133,1,0.077,"1) test048(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test048(NumberUtils_ESTest.java:473)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,28,130,1,0.08,"1) test049(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test049(NumberUtils_ESTest.java:473)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,1,131,1,0.078,"1) test049(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test049(NumberUtils_ESTest.java:482)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,18,131,1,0.078,"1) test049(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test049(NumberUtils_ESTest.java:486)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,24,133,1,0.074,"1) test049(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test049(NumberUtils_ESTest.java:490)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,29,132,1,0.078,"1) test049(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test049(NumberUtils_ESTest.java:494)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,0,136,1,0.086,"1) test050(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test050(NumberUtils_ESTest.java:492)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,19,133,1,0.074,"1) test051(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test051(NumberUtils_ESTest.java:511)",,,,,,,,,
patch1-Lang-7-DeepRepair.patch,Lang,7,DRR_Evosuite,16,137,1,0.076,"1) test051(org.apache.commons.lang3.math.NumberUtils_ESTest)	at org.apache.commons.lang3.math.NumberUtils_ESTest.test051(NumberUtils_ESTest.java:516)",,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,0,14,0,0.06,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,1,14,0,0.124,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,2,14,0,0.055,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,3,14,0,0.052,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,4,14,0,0.052,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,5,15,0,0.101,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,7,15,0,1.515,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,8,15,0,0.063,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,9,15,0,0.687,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,10,15,0,0.061,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,11,15,0,0.053,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,12,14,0,0.047,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,13,14,0,0.059,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,14,14,0,0.126,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,15,17,0,0.056,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,16,15,0,0.061,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,17,14,0,0.218,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,18,13,0,0.063,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,19,15,0,0.085,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,20,16,0,0.057,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,21,15,0,0.053,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,22,15,0,0.144,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,23,14,0,0.066,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,24,14,0,0.061,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,25,13,0,0.046,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,26,13,0,0.052,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,27,13,0,0.342,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,28,16,0,0.063,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Evosuite,29,14,0,0.198,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,1,0,0,0.003,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,2,0,0,0.003,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,3,0,0,0.003,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,4,0,0,0.003,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,5,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,6,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,7,0,0,0.007,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,8,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,9,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,10,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,11,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,12,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,13,0,0,0.003,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,14,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,15,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,16,0,0,0.003,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,17,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,18,0,0,0.003,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,19,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,20,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,21,0,0,0.003,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,22,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,23,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,24,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,25,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,26,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,27,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,28,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,29,0,0,0.002,,,,,,,,,,
patch1-Math-2-SOFix.patch,Math,2,DRR_Randoop,30,0,0,0.002,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,0,6,0,0.047,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,1,11,0,0.052,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,2,10,0,0.056,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,3,10,0,0.054,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,4,11,0,0.044,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,5,8,0,0.063,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,6,10,0,0.061,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,7,10,0,0.058,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,8,9,0,0.059,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,9,9,0,0.066,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,10,9,0,0.061,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,11,10,0,0.058,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,12,8,0,0.054,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,13,10,0,0.054,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,14,10,0,0.056,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,15,10,0,0.065,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,16,10,0,0.06,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,17,9,0,0.057,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,18,8,0,0.404,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,19,10,0,0.064,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,20,8,0,0.05,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,21,10,0,0.058,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,22,8,0,0.057,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,23,10,0,0.059,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,24,8,0,0.053,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,25,9,0,0.056,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,26,10,0,0.057,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,27,9,0,0.05,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,28,10,0,0.054,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Evosuite,29,10,0,0.059,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Randoop,1,0,0,0.003,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Randoop,2,0,0,0.002,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Randoop,3,0,0,0.002,,,,,,,,,,
patch1-Math-32-Jaid.patch,Math,32,DRR_Randoop,4,0,0,0.002,,,,,,,,,,
