patch1-Math-73-ACS-plausible.patch,3,0,No-tests
patch1-Math-81-ACS-plausible.patch,7,0,9
patch1-Math-97-ACS-plausible.patch,2,0,No-tests
patch1-Chart-1-Arja-plausible.patch,1,9,0
patch2-Chart-1-Arja-plausible.patch,1,9,0
patch3-Chart-1-Arja-plausible.patch,1,9,0
patch4-Chart-1-Arja-plausible.patch,1,9,0
patch1-Chart-12-Arja-plausible.patch,0,135,No-tests
patch2-Chart-12-Arja-plausible.patch,10,118,No-tests
patch3-Chart-12-Arja-plausible.patch,26,1632,No-tests
patch1-Chart-13-Arja-plausible.patch,1,0,0
patch2-Chart-13-Arja-plausible.patch,1,0,0
patch3-Chart-13-Arja-plausible.patch,1,0,0
patch4-Chart-13-Arja-plausible.patch,1,0,0
patch5-Chart-13-Arja-plausible.patch,1,0,0
patch6-Chart-13-Arja-plausible.patch,1,0,0
patch1-Chart-15-Arja-plausible.patch,13,1129,0
patch2-Chart-15-Arja-plausible.patch,13,1129,0
patch3-Chart-15-Arja-plausible.patch,13,1129,0
patch1-Chart-19-Arja-plausible.patch,8,271,No-tests
patch1-Chart-25-Arja-plausible.patch,0,427,5
patch2-Chart-25-Arja-plausible.patch,0,120,5
patch3-Chart-25-Arja-plausible.patch,0,31,2
patch4-Chart-25-Arja-plausible.patch,0,69,27
patch5-Chart-25-Arja-plausible.patch,0,76,27
patch1-Lang-43-Arja-plausible.patch,8,0,No-tests
patch2-Lang-43-Arja-plausible.patch,8,0,No-tests
patch3-Lang-43-Arja-plausible.patch,1,0,No-tests
patch4-Lang-43-Arja-plausible.patch,1,0,No-tests
patch1-Lang-50-Arja-plausible.patch,0,114,No-tests
patch2-Lang-50-Arja-plausible.patch,0,12,No-tests
patch3-Lang-50-Arja-plausible.patch,0,114,No-tests
patch4-Lang-50-Arja-plausible.patch,0,114,No-tests
patch5-Lang-50-Arja-plausible.patch,0,12,No-tests
patch6-Lang-50-Arja-plausible.patch,0,250,No-tests
patch1-Lang-51-Arja-plausible.patch,2,0,No-tests
patch2-Lang-51-Arja-plausible.patch,2,0,No-tests
patch1-Lang-55-Arja-plausible.patch,1,No-tests,0
patch2-Lang-55-Arja-plausible.patch,1,No-tests,11
patch3-Lang-55-Arja-plausible.patch,1,No-tests,0
patch4-Lang-55-Arja-plausible.patch,2,No-tests,0
patch5-Lang-55-Arja-plausible.patch,2,No-tests,0
patch1-Lang-59-Arja-plausible.patch,68,No-tests,No-tests
patch2-Lang-59-Arja-plausible.patch,67,No-tests,No-tests
patch3-Lang-59-Arja-plausible.patch,68,No-tests,No-tests
patch4-Lang-59-Arja-plausible.patch,58,No-tests,No-tests
patch5-Lang-59-Arja-plausible.patch,64,No-tests,No-tests
patch6-Lang-59-Arja-plausible.patch,5,No-tests,No-tests
patch7-Lang-59-Arja-plausible.patch,4,No-tests,No-tests
patch8-Lang-59-Arja-plausible.patch,8,No-tests,No-tests
patch9-Lang-59-Arja-plausible.patch,3,No-tests,No-tests
patch1-Lang-60-Arja-plausible.patch,18,No-tests,No-tests
patch1-Lang-61-Arja-plausible.patch,137,No-tests,No-tests
patch2-Lang-61-Arja-plausible.patch,137,No-tests,No-tests
patch3-Lang-61-Arja-plausible.patch,137,No-tests,No-tests
patch4-Lang-61-Arja-plausible.patch,142,No-tests,No-tests
patch1-Lang-63-Arja-plausible.patch,2,No-tests,No-tests
patch2-Lang-63-Arja-plausible.patch,2,No-tests,No-tests
patch3-Lang-63-Arja-plausible.patch,2,No-tests,No-tests
patch4-Lang-63-Arja-plausible.patch,2,No-tests,No-tests
patch5-Lang-63-Arja-plausible.patch,2,No-tests,No-tests
patch1-Math-2-Arja-plausible.patch,0,24,0
patch2-Math-2-Arja-plausible.patch,0,23,0
patch3-Math-2-Arja-plausible.patch,0,24,0
patch4-Math-2-Arja-plausible.patch,0,23,0
patch5-Math-2-Arja-plausible.patch,0,23,0
patch6-Math-2-Arja-plausible.patch,0,23,0
patch7-Math-2-Arja-plausible.patch,0,23,0
patch8-Math-2-Arja-plausible.patch,0,23,0
patch1-Math-6-Arja-plausible.patch,30,102,No-tests
patch2-Math-6-Arja-plausible.patch,30,102,No-tests
patch1-Math-8-Arja-plausible.patch,1,0,5
patch2-Math-8-Arja-plausible.patch,1,0,5
patch3-Math-8-Arja-plausible.patch,1,0,5
patch4-Math-8-Arja-plausible.patch,1,0,5
patch5-Math-8-Arja-plausible.patch,1,0,5
patch6-Math-8-Arja-plausible.patch,1,0,5
patch7-Math-8-Arja-plausible.patch,1,0,5
patch4-Math-20-Arja-plausible.patch,2,0,No-tests
patch1-Math-31-Arja-plausible.patch,No-tests,53,No-tests
patch2-Math-31-Arja-plausible.patch,No-tests,53,No-tests
patch3-Math-31-Arja-plausible.patch,No-tests,53,No-tests
patch4-Math-31-Arja-plausible.patch,No-tests,53,No-tests
patch5-Math-31-Arja-plausible.patch,No-tests,53,No-tests
patch6-Math-31-Arja-plausible.patch,No-tests,53,No-tests
patch7-Math-31-Arja-plausible.patch,No-tests,53,No-tests
patch1-Math-56-Arja-plausible.patch,165,244,No-tests
patch2-Math-56-Arja-plausible.patch,165,244,No-tests
patch1-Math-60-Arja-plausible.patch,0,5,No-tests
patch1-Math-68-Arja-plausible.patch,0,1321,No-tests
patch1-Math-71-Arja-plausible.patch,0,0,4
patch1-Math-80-Arja-plausible.patch,3,0,0
patch2-Math-80-Arja-plausible.patch,3,0,0
patch3-Math-80-Arja-plausible.patch,3,0,0
patch4-Math-80-Arja-plausible.patch,3,0,0
patch5-Math-80-Arja-plausible.patch,3,0,0
patch6-Math-80-Arja-plausible.patch,3,0,0
patch7-Math-80-Arja-plausible.patch,3,0,0
patch8-Math-80-Arja-plausible.patch,3,0,0
patch9-Math-80-Arja-plausible.patch,3,0,0
patch10-Math-80-Arja-plausible.patch,3,0,0
patch11-Math-80-Arja-plausible.patch,3,0,0
patch12-Math-80-Arja-plausible.patch,3,0,0
patch13-Math-80-Arja-plausible.patch,3,0,0
patch14-Math-80-Arja-plausible.patch,3,0,0
patch15-Math-80-Arja-plausible.patch,3,0,0
patch1-Time-4-Arja-plausible.patch,0,No-tests,2
patch2-Time-4-Arja-plausible.patch,1,No-tests,2
