Patch No.,Project,Bug,Test Category,Seed,Total Test No.,Failing Test No.,Time
patch-Chart-13-fix.patch,Chart,13,Randoop_2019,21,921,0,2.409
patch-Chart-13-fix.patch,Chart,13,Randoop_2019,22,1043,0,2.436
patch-Chart-13-fix.patch,Chart,13,Randoop_2019,23,575,0,2.368
patch-Chart-13-fix.patch,Chart,13,Randoop_2019,24,874,0,2.449
patch-Chart-13-fix.patch,Chart,13,Randoop_2019,25,796,0,2.415
patch-Chart-13-fix.patch,Chart,13,Randoop_2019,26,758,0,2.397
patch-Chart-13-fix.patch,Chart,13,Randoop_2019,27,616,0,2.369
patch-Chart-13-fix.patch,Chart,13,Randoop_2019,28,668,0,2.383
patch-Chart-13-fix.patch,Chart,13,Randoop_2019,29,850,0,2.396
patch-Chart-13-fix.patch,Chart,13,Randoop_2019,30,892,0,2.464
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,1,857,25,2.999
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,2,768,20,3.239
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,3,800,15,2.747
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,4,840,21,2.76
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,5,781,13,2.772
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,6,889,19,2.776
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,7,1184,7,2.783
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,8,984,3,2.899
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,9,1050,40,3.102
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,10,905,33,3.091
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,11,866,8,3.256
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,12,909,13,3.112
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,13,1153,39,3.2
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,14,1099,16,3.27
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,15,969,10,3.098
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,16,1116,20,2.78
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,17,979,23,2.939
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,18,870,16,2.719
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,19,990,20,3.021
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,20,906,9,3.089
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,21,1080,59,3.032
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,22,1004,43,3.096
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,23,830,11,2.897
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,24,967,25,2.786
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,25,891,10,3.059
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,26,1065,0,3.087
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,27,761,0,2.782
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,28,877,34,2.783
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,29,840,10,2.733
patch-Chart-14-fix.patch,Chart,14,Randoop_2019,30,820,72,2.994
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,1,818,0,3.164
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,2,825,1,5.307
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,3,880,1,4.314
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,4,761,1,2.753
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,5,1047,1,4.441
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,6,770,0,2.782
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,7,690,0,2.78
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,8,880,0,3.157
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,9,851,1,4.432
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,10,1113,1,4.375
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,11,1113,1,4.325
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,12,1272,0,4.989
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,13,1247,1,5.18
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,14,1074,1,4.641
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,15,1081,4,4.443
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,16,1187,4,4.659
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,17,846,0,4.6
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,18,877,0,4.818
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,19,1064,1,2.978
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,20,917,2,2.82
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,21,856,2,5.016
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,22,778,2,4.662
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,23,877,3,4.647
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,24,875,1,4.572
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,25,737,1,4.737
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,26,566,1,2.729
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,27,786,6,2.996
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,28,881,1,2.79
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,29,775,1,3.109
patch-Chart-15-fix.patch,Chart,15,Randoop_2019,30,835,1,3.082
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,1,356,0,2.161
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,2,800,2,2.276
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,3,740,24,2.208
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,4,736,128,2.283
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,5,581,87,2.389
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,6,638,76,2.199
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,7,615,119,2.226
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,8,824,68,2.242
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,9,570,69,2.207
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,10,909,361,2.339
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,11,509,24,2.209
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,12,653,325,2.365
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,13,851,298,2.359
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,14,764,179,2.337
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,15,873,21,2.312
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,16,729,43,2.206
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,17,864,135,2.335
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,18,697,308,2.263
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,19,560,13,2.239
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,20,470,82,2.232
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,21,751,5,2.294
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,22,592,243,2.241
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,23,568,213,2.172
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,24,693,54,2.286
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,25,696,90,2.198
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,26,584,57,2.197
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,27,661,49,2.402
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,28,713,228,2.199
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,29,581,4,2.263
patch-Chart-17-fix.patch,Chart,17,Randoop_2019,30,539,114,2.251
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,1,911,0,4.734
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,2,833,0,4.55
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,3,857,0,2.737
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,4,781,0,3.594
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,5,656,0,2.492
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,6,779,0,2.663
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,7,669,0,2.841
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,8,732,0,2.666
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,9,800,0,2.708
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,10,855,0,3.175
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,11,813,0,2.675
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,12,881,0,2.733
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,13,740,0,2.79
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,14,765,0,2.599
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,15,742,0,2.59
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,16,771,0,2.75
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,17,878,0,2.69
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,18,524,0,2.659
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,19,705,0,2.568
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,20,598,0,2.613
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,21,821,0,2.642
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,22,850,0,2.517
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,23,683,0,2.607
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,24,876,0,2.553
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,25,963,0,2.609
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,26,841,0,2.533
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,27,761,0,2.614
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,28,934,0,2.635
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,29,639,0,2.585
patch-Chart-19-fix.patch,Chart,19,Randoop_2019,30,780,0,2.666
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,1,786,0,2.4
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,2,784,0,2.376
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,3,840,0,2.379
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,4,756,0,2.356
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,5,735,0,2.382
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,6,889,0,2.385
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,7,819,0,2.385
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,8,883,0,2.408
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,9,888,0,2.378
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,10,973,0,2.398
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,11,1178,0,2.426
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,12,1085,0,2.428
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,13,1177,0,4.228
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,14,1153,0,2.462
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,15,1089,0,2.387
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,16,845,0,2.388
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,17,874,0,2.386
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,18,1013,0,2.414
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,19,1072,0,2.535
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,20,695,0,2.406
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,21,900,0,2.401
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,22,926,0,2.42
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,23,1064,0,2.433
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,24,1080,0,2.515
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,25,1020,0,2.405
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,26,702,0,2.373
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,27,875,0,2.419
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,28,1019,0,2.409
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,29,1001,0,2.469
patch-Chart-20-fix.patch,Chart,20,Randoop_2019,30,1030,0,2.412
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,1,921,13,2.656
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,2,894,1,3.044
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,3,889,3,2.616
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,4,874,0,2.741
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,5,827,0,3.447
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,6,874,0,4.768
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,7,895,3,4.641
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,8,1034,0,2.816
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,9,1208,39,4.477
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,10,1023,2,3.167
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,11,1039,2,4.558
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,12,1038,3,2.718
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,13,1001,5,4.464
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,14,843,0,3.389
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,15,899,1,5.286
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,16,1010,2,2.683
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,17,774,5,4.231
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,18,796,0,2.662
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,19,932,0,4.549
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,20,932,0,4.246
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,21,1033,0,2.782
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,22,898,0,3.166
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,23,846,2,2.704
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,24,1079,2,3.32
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,25,1055,0,4.344
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,26,892,0,2.786
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,27,1047,1,3.147
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,28,901,4,4.892
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,29,1015,0,3.16
patch-Chart-25-fix.patch,Chart,25,Randoop_2019,30,923,1,2.969
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,1,967,1,4.893
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,2,1038,1,4.527
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,3,1115,48,4.517
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,4,1240,5,3.145
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,5,1185,0,3.376
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,6,1025,10,3.352
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,7,1028,0,3.072
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,8,1022,18,3.349
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,9,1176,0,3.207
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,10,1133,97,3.357
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,11,1229,7,4.994
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,12,1136,7,3.167
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,13,1015,1,3.327
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,14,1076,4,3.257
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,15,1022,3,4.499
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,16,1291,3,3.311
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,17,1099,2,4.699
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,18,1049,2,4.598
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,19,959,0,4.073
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,20,984,1,3.695
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,21,1066,3,3.065
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,22,1188,1,3.25
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,23,1110,0,9.069
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,24,1072,5,2.692
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,25,1195,21,12.557
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,26,1019,3,3.386
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,27,1195,5,5.06
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,28,1084,4,5.576
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,29,1172,12,3.179
patch-Chart-4-fix.patch,Chart,4,Randoop_2019,30,1081,3,3.514
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,1,692,100,2.156
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,2,917,158,2.185
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,3,657,207,2.142
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,4,799,217,2.157
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,5,583,97,2.149
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,6,818,219,2.164
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,7,777,11,2.134
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,8,708,1,2.152
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,9,547,100,2.132
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,10,798,546,2.179
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,11,512,108,2.145
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,12,595,83,2.167
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,13,668,1,2.155
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,14,763,136,2.171
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,15,599,110,2.143
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,16,947,146,2.183
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,17,600,107,2.146
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,18,881,198,2.167
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,19,747,227,2.161
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,20,900,137,2.165
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,21,858,126,2.154
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,22,796,16,2.163
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,23,667,2,2.141
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,24,751,4,2.194
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,25,583,7,2.15
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,26,663,324,2.157
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,27,636,94,2.132
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,28,520,127,2.138
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,29,732,222,2.167
patch-Chart-7-fix.patch,Chart,7,Randoop_2019,30,845,273,2.227
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,1,726,67,2.188
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,2,690,349,2.21
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,3,587,304,2.213
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,4,658,260,2.196
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,5,527,253,2.174
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,6,568,5,2.154
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,7,687,71,2.173
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,8,583,243,2.179
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,9,599,277,2.184
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,10,590,66,2.159
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,11,509,286,2.161
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,12,547,0,2.15
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,13,529,235,2.163
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,14,425,151,2.159
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,15,242,104,2.114
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,16,489,268,2.151
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,17,553,359,2.167
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,18,543,329,2.156
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,19,518,163,2.152
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,20,811,353,2.198
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,21,773,277,2.206
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,22,755,449,2.195
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,23,799,406,2.205
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,24,542,260,2.177
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,25,496,223,2.158
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,26,752,13,2.173
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,27,627,196,2.182
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,28,649,9,2.174
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,29,611,249,2.214
patch-Chart-8-fix.patch,Chart,8,Randoop_2019,30,522,198,2.177
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,1,0,0,2.003
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,2,0,0,2.003
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,3,0,0,2.003
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,4,0,0,2.003
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,5,0,0,2.003
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,6,0,0,2.002
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,7,0,0,2.004
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,8,0,0,2.003
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,9,0,0,2.001
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,10,0,0,2.002
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,11,0,0,2.003
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,12,0,0,2.002
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,13,0,0,2.004
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,14,0,0,2.002
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,15,0,0,2.001
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,16,0,0,2.002
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,17,0,0,2.003
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,18,0,0,2.003
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,19,0,0,2.002
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,20,0,0,2.005
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,21,0,0,2.003
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,22,0,0,2.004
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,23,0,0,2.003
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,24,0,0,2.002
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,25,0,0,2.003
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,26,0,0,2.002
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,27,0,0,2.002
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,28,0,0,2.002
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,29,0,0,2.003
patch-Closure-123-fix.patch,Closure,123,Randoop_2019,30,0,0,2.002
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,1,0,0,2.002
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,2,0,0,2.002
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,3,0,0,2.002
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,4,0,0,2.001
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,5,0,0,2.001
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,6,0,0,2.002
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,7,0,0,2.003
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,8,0,0,2.004
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,9,0,0,2.003
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,10,0,0,2.002
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,11,0,0,2.003
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,12,0,0,2.002
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,13,0,0,2.002
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,14,0,0,2.002
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,15,0,0,2.003
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,16,0,0,2.002
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,17,0,0,2.002
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,18,0,0,2.002
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,19,0,0,2.004
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,20,0,0,2.003
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,21,0,0,2.004
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,22,0,0,2.002
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,23,0,0,2.004
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,24,0,0,2.003
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,25,0,0,2.003
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,26,0,0,2.002
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,27,0,0,2.003
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,28,0,0,2.002
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,29,0,0,2.002
patch-Closure-14-fix.patch,Closure,14,Randoop_2019,30,0,0,2.002
patch-Closure-38-fix.patch,Closure,38,Randoop_2019,1,0,0,2.002
patch-Closure-38-fix.patch,Closure,38,Randoop_2019,2,0,0,2.003
patch-Closure-38-fix.patch,Closure,38,Randoop_2019,3,0,0,2.003
patch-Closure-38-fix.patch,Closure,38,Randoop_2019,4,0,0,2.002
patch-Closure-38-fix.patch,Closure,38,Randoop_2019,5,0,0,2.003
patch-Closure-38-fix.patch,Closure,38,Randoop_2019,6,0,0,2.003
patch-Closure-38-fix.patch,Closure,38,Randoop_2019,7,0,0,2.001
patch-Closure-38-fix.patch,Closure,38,Randoop_2019,8,0,0,2.004
patch-Closure-38-fix.patch,Closure,38,Randoop_2019,9,0,0,2.002
patch-Closure-38-fix.patch,Closure,38,Randoop_2019,10,0,0,2.002
patch-Closure-38-fix.patch,Closure,38,Randoop_2019,11,0,0,2.003
patch-Closure-38-fix.patch,Closure,38,Randoop_2019,12,0,0,2.003
patch-Closure-38-fix.patch,Closure,38,Randoop_2019,13,0,0,2.002
patch-Closure-38-fix.patch,Closure,38,Randoop_2019,14,0,0,2.003
patch-Closure-38-fix.patch,Closure,38,Randoop_2019,15,0,0,2.002
patch-Closure-38-fix.patch,Closure,38,Randoop_2019,16,0,0,2.004
