4,5,26,26,26
4,5,23,23,23
4,7,24,24,25
2,9,24,24,24
2,4,11,12,28
4,8,28,28,28
3,4,27,27,27
1,2,3,13,18
3,3,5,7,18
3,8,8,8,19
2,5,28,28,29
5,6,6,7,29
3,3,3,4,27
3,6,20,20,26
2,2,22,22,23
4,5,14,14,14
2,7,22,22,22
2,3,9,9,16
3,5,12,12,26
3,3,11,11,16
5,7,17,17,17
3,3,21,21,21
2,7,17,17,26
5,6,19,19,19
8,8,9,9,14
3,7,14,14,21
3,5,11,11,14
3,3,18,18,20
1,1,6,6,27
11,11,20,20,29
2,8,29,29,29
2,6,11,11,22
3,3,13,13,25
4,8,27,27,27
3,8,9,9,22
3,3,4,6,9
4,7,24,24,24
4,6,22,22,22
3,4,16,16,20
6,13,20,20,25
1,2,16,16,24
2,5,24,24,24
3,3,5,5,16
2,5,20,20,28
2,3,5,5,12
6,9,28,28,28
3,7,18,18,27
0,1,5,8,21
3,4,7,7,25
2,2,18,18,18
2,5,29,29,29
2,2,2,3,14
2,3,20,20,26
5,7,26,26,26
0,1,1,4,25
3,4,29,29,29
3,4,11,11,29
2,2,15,15,23
3,5,15,15,29
4,4,8,8,15
3,9,16,16,25
5,6,18,18,26
3,4,18,18,18
2,4,22,22,22
3,6,20,20,22
0,1,1,11,16
1,3,15,15,16
1,1,1,2,29
3,5,12,12,20
5,8,13,13,26
1,1,4,4,28
1,2,13,13,13
2,8,23,23,24
4,6,22,22,29
3,6,6,10,28
2,3,11,11,17
3,7,7,7,13
3,4,9,9,19
5,9,26,26,26
4,4,4,7,22
2,6,15,15,23
1,3,23,23,23
3,5,22,22,22
2,3,9,9,23
2,3,4,4,22
2,3,16,16,28
8,8,21,21,21
1,1,2,3,16
6,10,21,21,21
3,5,10,10,19
5,5,6,6,26
3,9,9,11,18
1,5,28,28,28
3,6,27,27,27
4,7,19,19,25
3,7,25,25,29
3,6,26,28,28
5,7,14,14,27
2,11,16,16,25
1,1,2,5,9
3,4,5,5,20
7,11,29,29,29
6,6,25,25,25
6,12,12,16,26
3,9,23,23,28
6,7,20,20,26
1,4,16,16,20
1,1,3,9,20
5,8,20,20,21
3,9,10,10,29
2,3,5,5,26
2,4,10,10,21
2,2,3,4,29
2,4,7,7,24
7,7,15,15,15
11,11,26,26,26
1,2,25,25,25
3,3,17,19,29
1,2,15,15,27
2,3,10,10,26
3,3,3,4,15
5,10,15,15,22
2,8,15,15,27
4,7,16,16,20
3,5,6,6,24
4,4,9,9,23
1,4,24,24,26
2,3,19,19,19
0,1,1,6,29
3,11,23,23,24
7,8,23,24,26
3,7,15,15,17
2,8,17,17,23
6,11,23,23,23
2,5,12,12,29
2,3,20,20,20
2,8,8,14,26
1,4,7,7,18
5,6,6,7,24
3,6,23,23,23
3,3,11,11,14
5,8,16,16,16
4,8,18,18,26
1,1,2,2,29
2,8,19,19,19
3,8,14,14,17
3,3,16,16,23
3,6,28,28,28
2,8,28,28,28
0,1,1,2,18
3,10,26,26,26
2,5,23,23,23
2,3,7,7,20
2,7,11,11,29
4,7,10,10,21
2,3,23,23,23
2,3,3,5,23
3,4,8,8,21
3,8,17,17,25
2,2,2,9,23
2,2,2,7,21
5,6,18,18,28
2,4,9,9,25
2,2,3,6,20
3,6,29,29,29
3,3,15,15,17
3,3,5,5,27
7,7,26,26,26
8,8,8,12,23
1,1,2,9,14
1,1,24,24,28
6,6,22,22,22
3,5,13,13,18
2,4,7,7,21
2,6,12,12,19
5,6,28,28,28
2,9,26,26,26
8,8,19,19,25
0,1,1,2,24
2,2,28,28,28
2,4,25,25,25
1,10,11,11,19
2,7,28,28,28
9,9,22,22,22
5,6,9,9,14
8,8,24,24,29
3,4,18,18,27
4,6,14,14,23
3,6,6,6,14
6,8,25,25,25
10,10,24,24,24
1,2,13,13,17
2,5,9,9,20
2,5,14,14,26
3,5,6,6,27
5,13,24,24,24
3,5,17,17,24
1,1,7,7,22
2,4,22,22,22
2,3,15,15,20
4,5,15,15,23
3,4,5,5,20
3,3,3,3,28
3,9,11,11,27
1,6,7,7,23
5,7,14,14,24
2,3,29,29,29
2,3,17,17,27
0,1,3,6,25
5,8,19,19,29
4,10,27,27,27
5,5,25,25,26
0,1,1,5,26
8,8,17,17,29
2,8,18,18,24
5,7,28,28,28
2,2,23,23,26
3,3,3,5,12
2,3,28,28,28
3,6,12,12,22
3,14,22,22,23
3,5,29,29,29
3,3,3,5,26
3,6,23,23,29
2,5,6,6,19
6,6,24,24,28
1,1,2,2,29
1,1,2,4,26
2,4,18,18,27
0,1,1,4,25
6,6,29,29,29
3,5,5,6,25
6,6,19,19,19
5,5,24,24,24
3,3,3,6,16
3,3,4,7,19
7,7,13,13,27
4,5,19,19,19
4,4,4,4,29
5,6,24,24,24
1,6,20,20,20
1,1,1,4,29
4,7,11,11,14
3,3,3,8,28
1,2,2,2,9
1,1,4,8,23
2,4,15,15,17
3,3,5,5,25
4,5,5,6,28
2,8,29,29,29
3,4,27,27,27
3,6,8,8,26
1,4,5,5,14
1,4,28,28,28
2,4,26,26,26
2,3,14,14,17
3,5,5,7,29
2,2,2,2,22
2,2,28,28,28
2,9,25,25,25
4,6,16,16,16
4,7,28,28,28
3,5,17,17,17
2,6,11,11,27
2,8,24,24,24
1,1,19,19,25
4,5,5,6,24
5,5,20,20,20
3,8,12,12,18
3,3,9,9,24
3,5,24,24,24
4,7,18,18,23
4,6,16,16,22
2,5,26,26,26
3,4,13,13,13
3,4,26,26,26
2,2,15,15,17
2,2,2,10,27
0,1,2,7,16
3,9,9,15,24
2,2,23,23,29
3,4,10,10,24
2,5,15,15,25
3,7,17,17,20
5,5,5,7,29
0,1,1,6,29
2,7,8,8,29
7,8,19,19,23
2,4,10,10,23
6,8,27,27,27
3,5,25,25,25
2,3,25,25,25
1,1,2,19,25
3,3,18,18,28
7,7,24,24,29
2,3,17,17,18
0,1,4,5,17
3,7,7,7,19
1,3,25,25,25
8,8,8,8,26
3,5,11,11,13
1,6,6,6,28
1,3,19,19,20
2,5,21,21,25
2,2,2,7,22
4,4,24,24,24
3,5,8,8,13
3,7,17,17,23
3,5,15,15,15
5,5,18,18,19
2,4,23,23,28
2,13,13,14,18
0,1,1,2,10
2,4,24,24,28
2,6,8,8,25
8,11,16,16,27
1,5,14,14,22
4,6,6,14,16
3,5,5,9,11
2,8,14,17,19
3,10,24,24,24
1,1,2,4,18
2,2,2,9,22
2,7,25,25,25
4,5,25,25,25
2,7,21,21,21
2,2,2,8,13
1,2,4,4,28
2,3,3,5,22
3,3,3,5,19
2,3,23,23,26
3,8,8,11,27
3,7,26,26,26
5,8,21,21,21
3,4,27,27,27
2,2,2,10,15
3,7,27,27,27
1,4,19,19,29
4,7,22,24,27
4,4,25,25,25
3,5,25,25,25
2,6,23,23,23
1,2,2,2,16
2,3,24,24,27
7,7,9,9,18
3,3,3,5,22
1,3,22,22,26
2,2,15,15,25
4,9,22,22,22
1,3,14,14,14
4,6,9,9,24
3,8,18,18,22
11,11,12,12,28
4,4,19,19,24
3,6,18,18,18
2,5,17,17,20
3,4,28,28,28
4,9,29,29,29
6,8,22,22,23
5,9,22,22,22
2,2,4,5,16
2,4,14,14,14
3,6,12,12,28
3,5,18,18,21
0,1,2,2,14
2,2,2,6,24
3,3,6,6,28
2,3,25,25,28
3,6,19,19,28
2,3,3,4,18
3,4,28,28,28
3,10,26,26,27
3,3,7,7,21
4,6,17,17,28
1,2,13,13,29
4,4,18,18,18
2,6,9,9,21
4,9,25,25,25
2,3,21,21,21
4,4,19,19,19
4,5,25,25,29
5,5,5,5,18
5,5,24,24,25
2,4,5,5,20
4,7,24,24,24
3,7,13,13,14
2,4,4,4,13
3,4,27,27,27
1,5,19,19,19
1,4,17,17,22
3,7,9,9,23
3,7,16,16,28
3,4,16,16,16
2,4,29,29,29
3,3,5,11,13
3,4,19,19,27
1,3,11,11,11
2,4,4,10,19
4,5,21,21,29
6,7,14,14,22
2,2,24,24,26
3,6,13,13,28
4,5,16,16,22
3,4,17,17,22
3,6,16,16,17
5,5,5,8,22
0,1,3,6,10
2,2,2,5,12
3,4,23,23,23
1,2,26,26,26
5,5,18,18,19
0,1,5,10,29
7,7,7,7,24
4,5,6,6,27
4,5,9,9,27
6,7,7,8,17
1,1,3,3,17
2,2,2,2,28
1,4,5,5,15
1,3,29,29,29
4,6,6,9,19
2,4,22,22,23
6,7,25,25,25
5,6,23,23,23
4,7,16,16,27
2,6,13,13,27
2,6,26,26,26
4,7,8,8,25
3,7,7,11,14
3,3,18,18,25
4,6,21,21,28
4,6,17,17,22
3,6,19,19,21
3,6,7,17,23
2,9,23,23,23
1,2,14,14,16
1,5,15,15,24
4,8,21,21,23
2,4,10,10,11
4,7,7,7,16
1,4,23,23,23
3,6,11,11,26
3,3,6,6,21
3,6,18,18,19
4,7,29,29,29
1,8,17,17,20
2,2,23,23,25
5,6,7,7,18
5,6,17,17,18
1,1,1,13,23
3,3,5,6,18
2,2,2,5,26
1,1,3,5,19
1,1,5,6,24
4,6,15,15,26
1,3,3,3,26
5,5,26,26,29
2,3,6,6,18
3,4,5,5,11
2,2,11,11,27
2,4,26,26,26
3,7,16,16,23
3,5,5,5,23
2,5,6,6,18
4,6,23,23,23
3,4,22,22,28
4,6,19,19,25
4,5,12,12,25
1,5,24,24,24
3,3,6,10,20
2,4,14,14,25
2,9,21,21,21
4,10,16,16,27
3,4,26,26,28
3,8,9,12,26
3,3,3,15,25
5,5,29,29,29
2,2,5,15,21
2,4,27,27,27
1,2,26,26,29
3,4,15,15,28
2,4,19,19,26
2,3,19,19,24
4,8,24,24,24
2,6,8,8,22
3,7,9,9,22
4,4,11,11,26
2,7,7,7,16
2,2,4,8,23
3,5,5,6,13
2,4,25,25,25
3,3,13,13,23
1,4,14,14,17
3,4,20,20,23
4,4,28,28,28
4,6,11,11,14
1,3,17,17,17
3,3,26,26,29
1,5,23,23,23
6,6,13,13,24
3,4,4,14,15
3,4,19,19,19
6,10,19,19,21
1,2,21,21,21
1,3,28,28,28
3,4,13,13,13
6,6,20,20,20
3,3,3,6,23
2,2,4,4,29
4,6,13,13,21
5,7,12,12,20
3,7,16,16,17
5,7,18,18,29
2,7,24,24,24
3,3,28,28,28
2,7,18,18,28
3,6,8,8,27
1,2,2,5,18
1,1,3,8,16
2,3,10,10,27
2,10,21,21,25
4,7,27,27,27
2,2,2,4,20
3,6,16,16,16
2,5,24,24,25
3,6,22,22,22
4,5,14,14,27
4,5,6,6,17
4,4,19,19,21
4,8,9,9,27
0,1,2,2,29
4,7,27,27,27
2,7,19,19,19
4,9,18,18,22
3,4,23,23,23
5,6,26,26,26
2,2,4,8,21
2,6,25,25,25
3,4,27,27,27
6,7,18,18,18
1,1,3,5,28
4,6,16,16,19
4,7,21,21,29
4,5,5,10,20
1,5,23,23,23
4,4,7,7,16
4,7,20,20,28
2,3,6,6,18
2,4,12,12,26
1,3,4,4,29
5,5,29,29,29
2,4,5,15,28
3,10,24,24,24
4,8,17,17,17
4,5,23,23,23
4,4,7,12,13
3,6,19,19,27
1,5,21,21,21
2,2,2,7,23
2,5,6,6,17
2,2,12,12,20
2,2,25,25,28
7,7,24,24,24
2,5,6,6,24
4,8,28,28,28
5,6,6,10,19
2,2,16,16,23
1,1,26,26,26
4,6,21,21,21
2,5,18,18,24
5,8,20,20,26
7,9,25,25,25
2,7,8,8,29
2,5,24,24,25
4,5,5,6,27
3,6,17,17,22
6,7,7,9,18
3,6,10,10,19
9,9,28,28,29
3,8,25,25,25
3,7,7,11,21
2,5,22,22,24
3,4,14,14,16
0,1,1,2,24
4,4,26,26,26
1,3,10,10,14
7,13,23,23,29
2,4,29,29,29
4,6,21,21,21
2,2,3,9,22
0,1,1,3,19
4,6,11,11,22
4,4,4,4,21
3,8,20,20,23
1,2,11,12,17
1,2,2,11,15
1,6,13,13,26
3,4,27,27,27
7,7,21,21,27
3,5,11,17,23
5,7,21,21,23
2,6,28,28,28
4,4,27,27,27
4,6,29,29,29
3,4,5,5,26
1,3,17,17,17
4,9,27,27,27
3,4,14,14,20
1,1,6,14,18
2,2,12,12,26
4,5,29,29,29
9,10,25,25,25
4,4,10,10,15
2,4,6,6,12
2,6,25,25,25
4,5,8,8,24
1,3,10,10,28
4,6,26,26,26
1,1,1,3,28
2,5,20,20,20
3,3,29,29,29
2,2,2,8,12
4,5,5,7,24
2,4,4,5,29
3,5,16,16,27
3,5,5,6,22
2,6,18,18,18
3,4,8,8,27
4,4,4,8,15
3,8,20,20,20
1,2,15,15,15
0,1,3,3,25
9,9,15,15,28
2,11,11,12,19
4,4,27,27,27
5,5,20,20,22
1,1,1,15,18
1,4,29,29,29
3,5,17,17,25
2,4,14,19,27
3,7,13,13,13
2,6,9,19,24
4,7,14,14,22
4,15,19,19,19
1,3,19,19,19
2,7,13,13,15
1,4,20,20,26
3,3,3,3,7
4,6,12,12,16
3,5,23,23,23
1,5,18,18,22
2,2,2,4,20
2,2,15,15,28
4,7,16,16,19
1,1,1,3,25
8,10,10,10,29
4,5,28,28,28
2,3,17,17,29
1,1,1,13,29
1,3,16,16,16
7,8,20,20,20
1,1,6,16,26
0,1,3,14,21
3,9,23,23,23
3,7,17,17,17
1,3,24,24,24
4,4,7,17,24
5,8,25,25,29
5,5,22,22,23
2,2,4,16,22
4,4,6,16,29
5,8,18,18,27
3,6,21,27,28
2,2,2,3,19
1,4,26,26,27
4,4,5,5,15
4,4,4,6,15
2,4,20,20,20
1,4,22,22,26
0,1,2,4,21
7,7,29,29,29
2,4,22,22,22
2,2,27,27,27
6,6,6,16,18
0,1,2,14,21
5,7,22,22,25
2,8,16,16,22
2,5,27,27,29
3,4,20,20,22
5,7,15,15,29
2,3,25,25,25
5,7,10,10,22
2,7,24,24,24
3,4,13,13,13
0,1,1,14,17
3,3,8,18,21
1,2,17,17,18
4,8,12,12,23
5,5,27,27,27
4,4,6,6,29
3,9,17,17,27
6,6,23,23,27
2,6,11,11,25
2,3,13,13,21
1,2,6,9,18
4,6,6,12,23
1,2,12,12,22
3,3,3,15,19
2,3,6,12,20
3,7,19,19,27
0,1,1,2,19
5,8,16,16,23
2,4,21,21,21
1,1,3,5,18
2,3,8,8,20
9,9,25,25,25
1,2,24,24,24
3,3,5,8,20
1,2,5,6,23
3,4,18,18,26
2,2,2,6,29
1,1,1,2,19
2,5,24,24,24
2,6,27,27,27
2,2,6,6,16
3,4,14,14,14
3,5,17,17,17
1,2,6,6,19
2,3,24,24,24
2,4,14,14,20
4,4,6,6,20
6,6,6,8,22
2,4,9,9,25
4,7,15,15,29
6,6,29,29,29
3,3,3,9,23
1,5,27,27,27
2,3,3,3,23
2,3,16,16,25
2,3,5,5,25
2,3,12,12,22
6,6,13,13,24
2,4,5,5,29
2,3,3,6,21
3,4,6,6,24
4,6,8,8,26
3,8,10,10,27
6,6,22,24,26
4,4,4,6,25
4,6,6,7,26
3,7,22,22,26
2,7,22,22,22
4,6,14,14,18
2,2,2,5,15
5,7,13,13,23
3,3,3,5,24
2,5,26,26,26
2,2,6,8,21
3,5,19,19,28
0,1,2,4,28
4,4,4,4,20
3,7,28,28,28
1,3,29,29,29
2,4,8,8,22
4,7,12,12,22
1,3,19,19,19
2,3,6,6,23
2,7,7,8,26
4,7,26,26,26
3,8,12,12,25
5,10,28,28,28
1,6,11,11,24
3,4,24,24,28
2,3,8,8,22
4,4,9,9,18
3,4,25,25,26
2,2,29,29,29
3,11,14,14,23
1,2,7,7,25
4,6,6,7,28
4,6,24,24,28
2,4,9,9,10
4,7,8,8,29
3,7,11,11,19
2,8,9,9,22
5,10,26,26,28
2,6,26,26,26
1,2,14,14,27
3,3,28,28,29
2,2,3,17,22
3,4,20,20,28
3,7,8,8,12
8,8,25,25,25
2,4,25,25,27
0,1,1,5,14
5,5,23,23,29
5,7,9,9,25
1,6,12,12,13
4,4,8,8,22
5,5,26,26,26
3,5,25,25,25
3,5,7,7,19
2,3,22,22,22
1,3,3,4,24
3,5,11,11,24
0,1,3,5,11
1,2,15,15,15
4,4,27,27,27
4,4,8,8,17
5,8,8,8,27
2,5,5,7,27
1,5,17,17,28
2,5,9,9,22
3,3,25,25,28
3,3,3,8,20
5,5,28,28,28
3,5,29,29,29
2,2,19,19,19
5,8,23,23,27
2,2,3,11,15
2,2,8,12,25
3,4,7,15,21
1,1,2,6,22
2,9,21,21,24
3,7,28,28,28
4,6,6,6,29
5,5,5,14,19
2,7,27,27,27
3,3,3,6,27
4,4,16,16,23
1,6,14,14,29
3,5,20,20,26
2,7,8,13,23
3,5,29,29,29
2,3,23,23,24
2,5,9,12,29
3,5,5,15,26
6,6,6,11,25
4,7,10,10,23
2,3,18,18,25
2,7,7,10,23
3,6,23,23,25
2,3,13,13,20
3,3,3,13,22
3,4,26,26,26
2,5,18,18,23
1,4,17,17,21
3,4,24,24,24
4,8,19,19,19
3,6,6,17,28
1,3,22,22,22
2,3,28,28,28
4,9,9,9,29
2,7,8,8,15
2,6,29,29,29
1,4,4,5,22
3,6,23,23,24
3,3,4,5,10
2,5,16,16,23
3,4,29,29,29
3,7,15,15,22
6,6,17,17,28
2,2,3,5,19
4,7,14,14,16
3,3,3,7,29
3,5,17,17,28
2,2,2,3,17
1,3,21,21,21
0,1,3,14,25
4,7,26,26,26
2,5,9,11,29
3,3,10,10,11
2.960,4.942,14.744,15.802,23.028
