PROJECT,SEED,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Math_57,15,org.apache.commons.math.stat.clustering,KMeansPlusPlusClusterer,447,0,54,0,114,0,37,0,9,0
Math_57,16,org.apache.commons.math.stat.clustering,KMeansPlusPlusClusterer,447,0,54,0,114,0,37,0,9,0
Math_57,17,org.apache.commons.math.stat.clustering,KMeansPlusPlusClusterer,447,0,54,0,114,0,37,0,9,0
Math_57,18,org.apache.commons.math.stat.clustering,KMeansPlusPlusClusterer,447,0,54,0,114,0,37,0,9,0
Math_57,19,org.apache.commons.math.stat.clustering,KMeansPlusPlusClusterer,447,0,54,0,114,0,37,0,9,0
Math_57,20,org.apache.commons.math.stat.clustering,KMeansPlusPlusClusterer,447,0,54,0,114,0,37,0,9,0
Math_57,21,org.apache.commons.math.stat.clustering,KMeansPlusPlusClusterer,447,0,54,0,114,0,37,0,9,0
Math_57,22,org.apache.commons.math.stat.clustering,KMeansPlusPlusClusterer,447,0,54,0,114,0,37,0,9,0
Math_57,23,org.apache.commons.math.stat.clustering,KMeansPlusPlusClusterer,447,0,54,0,114,0,37,0,9,0
Math_57,24,org.apache.commons.math.stat.clustering,KMeansPlusPlusClusterer,447,0,54,0,114,0,37,0,9,0
Math_57,25,org.apache.commons.math.stat.clustering,KMeansPlusPlusClusterer,447,0,54,0,114,0,37,0,9,0
Math_57,26,org.apache.commons.math.stat.clustering,KMeansPlusPlusClusterer,447,0,54,0,114,0,37,0,9,0
Math_57,27,org.apache.commons.math.stat.clustering,KMeansPlusPlusClusterer,447,0,54,0,114,0,37,0,9,0
Math_57,28,org.apache.commons.math.stat.clustering,KMeansPlusPlusClusterer,447,0,54,0,114,0,37,0,9,0
Math_57,29,org.apache.commons.math.stat.clustering,KMeansPlusPlusClusterer,447,0,54,0,114,0,37,0,9,0
Math_57,30,org.apache.commons.math.stat.clustering,KMeansPlusPlusClusterer,447,0,54,0,114,0,37,0,9,0
Math_58,1,org.apache.commons.math.optimization.fitting,GaussianFitter,11,14,0,0,2,4,1,2,1,2
Math_58,2,org.apache.commons.math.optimization.fitting,GaussianFitter,11,14,0,0,2,4,1,2,1,2
Math_58,3,org.apache.commons.math.optimization.fitting,GaussianFitter,11,14,0,0,2,4,1,2,1,2
Math_58,4,org.apache.commons.math.optimization.fitting,GaussianFitter,11,14,0,0,2,4,1,2,1,2
Math_58,5,org.apache.commons.math.optimization.fitting,GaussianFitter,11,14,0,0,2,4,1,2,1,2
Math_58,6,org.apache.commons.math.optimization.fitting,GaussianFitter,11,14,0,0,2,4,1,2,1,2
Math_58,7,org.apache.commons.math.optimization.fitting,GaussianFitter,11,14,0,0,2,4,1,2,1,2
Math_58,8,org.apache.commons.math.optimization.fitting,GaussianFitter,11,14,0,0,2,4,1,2,1,2
Math_58,9,org.apache.commons.math.optimization.fitting,GaussianFitter,11,14,0,0,2,4,1,2,1,2
Math_58,10,org.apache.commons.math.optimization.fitting,GaussianFitter,11,14,0,0,2,4,1,2,1,2
Math_58,11,org.apache.commons.math.optimization.fitting,GaussianFitter,11,14,0,0,2,4,1,2,1,2
Math_58,12,org.apache.commons.math.optimization.fitting,GaussianFitter,11,14,0,0,2,4,1,2,1,2
Math_58,13,org.apache.commons.math.optimization.fitting,GaussianFitter,11,14,0,0,2,4,1,2,1,2
Math_58,14,org.apache.commons.math.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Math_58,15,org.apache.commons.math.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Math_58,16,org.apache.commons.math.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Math_58,17,org.apache.commons.math.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Math_58,18,org.apache.commons.math.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Math_58,19,org.apache.commons.math.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Math_58,20,org.apache.commons.math.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Math_58,21,org.apache.commons.math.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Math_58,22,org.apache.commons.math.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Math_58,23,org.apache.commons.math.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Math_58,24,org.apache.commons.math.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Math_58,25,org.apache.commons.math.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Math_58,26,org.apache.commons.math.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Math_58,27,org.apache.commons.math.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Math_58,28,org.apache.commons.math.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Math_58,29,org.apache.commons.math.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Math_58,30,org.apache.commons.math.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Math_59,1,org.apache.commons.math.util,FastMath,2625,6327,357,305,463,1084,238,164,2,66
Math_59,2,org.apache.commons.math.util,FastMath,1206,7746,256,406,209,1338,202,200,1,67
Math_59,3,org.apache.commons.math.util,FastMath,1196,7756,252,410,205,1342,198,204,1,67
Math_59,4,org.apache.commons.math.util,FastMath,906,8046,185,477,159,1388,144,258,1,67
Math_59,5,org.apache.commons.math.util,FastMath,718,8234,168,494,121,1426,129,273,1,67
Math_59,6,org.apache.commons.math.util,FastMath,712,8240,164,498,118,1429,125,277,1,67
Math_59,7,org.apache.commons.math.util,FastMath,703,8249,162,500,116,1431,123,279,1,67
Math_59,8,org.apache.commons.math.util,FastMath,701,8251,160,502,115,1432,121,281,1,67
Math_59,9,org.apache.commons.math.util,FastMath,675,8277,154,508,108,1439,115,287,1,67
Math_59,10,org.apache.commons.math.util,FastMath,675,8277,153,509,108,1439,114,288,1,67
Math_59,11,org.apache.commons.math.util,FastMath,671,8281,152,510,107,1440,113,289,1,67
Math_59,12,org.apache.commons.math.util,FastMath,650,8302,150,512,106,1441,111,291,1,67
Math_59,13,org.apache.commons.math.util,FastMath,650,8302,149,513,106,1441,110,292,1,67
Math_59,14,org.apache.commons.math.util,FastMath,650,8302,149,513,106,1441,110,292,1,67
Math_59,15,org.apache.commons.math.util,FastMath,576,8376,145,517,104,1443,106,296,1,67
Math_59,16,org.apache.commons.math.util,FastMath,558,8394,140,522,101,1446,104,298,1,67
Math_59,17,org.apache.commons.math.util,FastMath,551,8401,137,525,99,1448,101,301,1,67
Math_59,18,org.apache.commons.math.util,FastMath,549,8403,136,526,99,1448,100,302,1,67
Math_59,19,org.apache.commons.math.util,FastMath,549,8403,136,526,99,1448,100,302,1,67
Math_59,20,org.apache.commons.math.util,FastMath,535,8417,133,529,96,1451,99,303,1,67
Math_59,21,org.apache.commons.math.util,FastMath,531,8421,131,531,94,1453,97,305,1,67
Math_59,22,org.apache.commons.math.util,FastMath,517,8435,128,534,91,1456,96,306,1,67
Math_59,23,org.apache.commons.math.util,FastMath,507,8445,125,537,88,1459,95,307,1,67
Math_59,24,org.apache.commons.math.util,FastMath,507,8445,125,537,88,1459,95,307,1,67
Math_59,25,org.apache.commons.math.util,FastMath,503,8449,123,539,86,1461,93,309,1,67
Math_59,26,org.apache.commons.math.util,FastMath,503,8449,123,539,86,1461,93,309,1,67
Math_59,27,org.apache.commons.math.util,FastMath,423,8529,121,541,84,1463,91,311,1,67
Math_59,28,org.apache.commons.math.util,FastMath,385,8567,116,546,75,1472,87,315,1,67
Math_59,29,org.apache.commons.math.util,FastMath,383,8569,114,548,74,1473,85,317,1,67
Math_59,30,org.apache.commons.math.util,FastMath,383,8569,114,548,74,1473,85,317,1,67
Math_60,1,org.apache.commons.math.distribution,NormalDistributionImpl,178,0,18,0,42,0,23,0,14,0
Math_60,2,org.apache.commons.math.distribution,NormalDistributionImpl,178,0,18,0,42,0,23,0,14,0
Math_60,3,org.apache.commons.math.distribution,NormalDistributionImpl,178,0,18,0,42,0,23,0,14,0
Math_60,4,org.apache.commons.math.distribution,NormalDistributionImpl,19,159,5,13,5,37,5,18,0,14
Math_60,5,org.apache.commons.math.distribution,NormalDistributionImpl,19,159,5,13,5,37,5,18,0,14
Math_60,6,org.apache.commons.math.distribution,NormalDistributionImpl,19,159,5,13,5,37,5,18,0,14
Math_60,7,org.apache.commons.math.distribution,NormalDistributionImpl,5,173,2,16,2,40,2,21,0,14
Math_60,8,org.apache.commons.math.distribution,NormalDistributionImpl,5,173,2,16,2,40,2,21,0,14
Math_60,9,org.apache.commons.math.distribution,NormalDistributionImpl,5,173,2,16,2,40,2,21,0,14
Math_60,10,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,11,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,12,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,13,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,14,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,15,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,16,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,17,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,18,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,19,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,20,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,21,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,22,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,23,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,24,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,25,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,26,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,27,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,28,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,29,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_60,30,org.apache.commons.math.distribution,NormalDistributionImpl,3,175,1,17,1,41,1,22,0,14
Math_63,1,org.apache.commons.math.util,MathUtils.OrderDirection,0,24,0,0,0,3,0,1,0,1
Math_63,1,org.apache.commons.math.util,MathUtils,456,2193,92,346,76,405,78,214,1,68
Math_63,2,org.apache.commons.math.util,MathUtils,375,2274,72,366,59,422,61,231,1,68
Math_63,3,org.apache.commons.math.util,MathUtils,347,2302,68,370,53,428,56,236,0,69
Math_63,4,org.apache.commons.math.util,MathUtils,341,2308,67,371,52,429,55,237,0,69
Math_63,5,org.apache.commons.math.util,MathUtils,326,2323,63,375,48,433,52,240,0,69
Math_63,6,org.apache.commons.math.util,MathUtils,307,2342,59,379,43,438,49,243,0,69
Math_63,7,org.apache.commons.math.util,MathUtils,295,2354,56,382,39,442,47,245,0,69
Math_63,8,org.apache.commons.math.util,MathUtils,289,2360,55,383,38,443,46,246,0,69
Math_63,9,org.apache.commons.math.util,MathUtils,272,2377,47,391,34,447,40,252,0,69
Math_63,10,org.apache.commons.math.util,MathUtils,272,2377,45,393,34,447,38,254,0,69
Math_63,11,org.apache.commons.math.util,MathUtils,272,2377,45,393,34,447,38,254,0,69
Math_63,12,org.apache.commons.math.util,MathUtils,272,2377,45,393,34,447,38,254,0,69
Math_63,13,org.apache.commons.math.util,MathUtils,255,2394,43,395,29,452,37,255,0,69
Math_63,14,org.apache.commons.math.util,MathUtils,255,2394,43,395,29,452,37,255,0,69
Math_63,15,org.apache.commons.math.util,MathUtils,250,2399,41,397,28,453,35,257,0,69
Math_63,16,org.apache.commons.math.util,MathUtils,250,2399,41,397,28,453,35,257,0,69
Math_63,17,org.apache.commons.math.util,MathUtils,250,2399,41,397,28,453,35,257,0,69
Math_63,18,org.apache.commons.math.util,MathUtils,250,2399,41,397,28,453,35,257,0,69
Math_63,19,org.apache.commons.math.util,MathUtils,235,2414,39,399,27,454,33,259,0,69
Math_63,20,org.apache.commons.math.util,MathUtils,235,2414,39,399,27,454,33,259,0,69
Math_63,21,org.apache.commons.math.util,MathUtils,231,2418,38,400,26,455,32,260,0,69
Math_63,22,org.apache.commons.math.util,MathUtils,231,2418,37,401,26,455,31,261,0,69
Math_63,23,org.apache.commons.math.util,MathUtils,231,2418,37,401,26,455,31,261,0,69
Math_63,24,org.apache.commons.math.util,MathUtils,231,2418,37,401,26,455,31,261,0,69
Math_63,25,org.apache.commons.math.util,MathUtils,231,2418,37,401,26,455,31,261,0,69
Math_63,26,org.apache.commons.math.util,MathUtils,231,2418,37,401,26,455,31,261,0,69
Math_63,27,org.apache.commons.math.util,MathUtils,231,2418,37,401,26,455,31,261,0,69
Math_63,28,org.apache.commons.math.util,MathUtils,231,2418,37,401,26,455,31,261,0,69
Math_63,29,org.apache.commons.math.util,MathUtils,231,2418,37,401,26,455,31,261,0,69
Math_63,30,org.apache.commons.math.util,MathUtils,231,2418,37,401,26,455,31,261,0,69
Math_65,1,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,403,108,25,3,62,25,18,14,4,14
Math_65,2,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,3,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,4,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,5,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,6,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,7,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,8,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,9,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,10,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,11,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,12,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,13,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,14,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,15,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,16,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,17,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,18,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,19,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,20,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,21,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,22,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,23,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,24,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,25,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,26,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,27,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,28,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,29,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_65,30,org.apache.commons.math.optimization.general,AbstractLeastSquaresOptimizer,383,128,24,4,57,30,16,16,3,15
Math_68,1,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,2,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,3,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,4,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,5,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,6,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,7,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,8,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,9,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,10,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,11,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,12,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,13,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,14,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,15,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,16,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,17,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,18,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,19,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,20,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,21,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,22,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,23,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,24,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,25,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,26,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,27,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,28,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,29,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_68,30,org.apache.commons.math.optimization.general,LevenbergMarquardtOptimizer,2010,37,200,0,319,16,105,5,5,5
Math_70,1,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,2,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,3,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,4,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,5,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,6,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,7,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,8,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,9,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,10,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,11,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,12,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,13,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,14,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,15,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,16,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,17,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,18,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,19,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,20,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,21,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,22,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,23,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,24,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,25,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,26,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,27,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,28,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,29,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_70,30,org.apache.commons.math.analysis.solvers,BisectionSolver,65,27,4,2,15,8,6,3,4,2
Math_71,1,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,2,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,3,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,4,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,5,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,6,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,7,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,8,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,9,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,10,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,11,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,12,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,13,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,14,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,15,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,16,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,17,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,18,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,19,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,20,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,21,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,22,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,23,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,24,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,25,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,26,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
Math_71,27,org.apache.commons.math.ode.nonstiff,EmbeddedRungeKuttaIntegrator,570,99,58,0,93,31,30,8,1,8
