Patch_Name,Project,Bug,RGT,Seed,#Total_Test,#Failing_Test,#Time,Failure,
patch1-Math-85-Jaid.patch,Math,85,Randoop_2019,29,1094,0,2.237,,
patch1-Chart-12-Arja.patch,Chart,12,Randoop_2019,5,1100,0,4.716,,
patch1-Chart-26-Jaid.patch,Chart,26,Randoop_2019,3,1109,0,3.143,,
patch1-Chart-26-Jaid.patch,Chart,26,Randoop_2019,4,1109,0,3.17,,
patch2-Chart-26-Jaid.patch,Chart,26,Randoop_2019,3,1109,0,3.363,,
patch2-Chart-26-Jaid.patch,Chart,26,Randoop_2019,4,1109,0,3.311,,
patch1-Time-7-SimFix.patch,Time,7,Randoop_2019,16,1113,0,2.277,,
patch1-Time-7-SimFix.patch,Time,7,Randoop_2019,17,1113,0,2.294,,
patch1-Time-7-SimFix.patch,Time,7,Randoop_2019,18,1113,0,2.289,,
patch1-Lang-60-SimFix.patch,Lang,60,Randoop_2019,30,1136,0,2.118,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,6,1139,0,2.093,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,5,1143,0,2.707,,
patch1-Math-85-ACS.patch,Math,85,Randoop_2019,10,1146,0,2.279,,
patch1-Math-85-Jaid.patch,Math,85,Randoop_2019,10,1146,0,2.902,,
patch1-Lang-60-SimFix.patch,Lang,60,Randoop_2019,1,1151,0,2.136,,
patch1-Math-85-ACS.patch,Math,85,Randoop_2019,20,1155,0,2.279,,
patch1-Math-85-ACS.patch,Math,85,Randoop_2019,21,1155,0,2.285,,
patch1-Math-85-Jaid.patch,Math,85,Randoop_2019,20,1155,0,2.289,,
patch1-Math-85-Jaid.patch,Math,85,Randoop_2019,21,1155,0,2.271,,
patch1-Lang-22-DeepRepair.patch,Lang,22,Randoop_2019,13,1157,0,2.106,,
patch1-Math-71-SimFix.patch,Math,71,Randoop_2019,30,1159,0,2.207,,
patch1-Lang-41-SimFix.patch,Lang,41,Randoop_2019,9,1169,0,2.232,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,23,1184,0,2.646,,
patch1-Lang-60-SimFix.patch,Lang,60,Randoop_2019,13,1189,0,2.126,,
patch1-Lang-60-SimFix.patch,Lang,60,Randoop_2019,14,1191,0,2.119,,
patch1-Lang-60-SimFix.patch,Lang,60,Randoop_2019,15,1191,0,2.114,,
patch1-Lang-60-SimFix.patch,Lang,60,Randoop_2019,16,1191,0,2.125,,
patch1-Chart-26-Jaid.patch,Chart,26,Randoop_2019,28,1195,0,4.316,,
patch1-Chart-26-Jaid.patch,Chart,26,Randoop_2019,29,1195,0,4.372,,
patch1-Chart-26-Jaid.patch,Chart,26,Randoop_2019,30,1195,0,4.38,,
patch2-Chart-26-Jaid.patch,Chart,26,Randoop_2019,28,1195,0,4.958,,
patch2-Chart-26-Jaid.patch,Chart,26,Randoop_2019,29,1195,0,4.94,,
patch2-Chart-26-Jaid.patch,Chart,26,Randoop_2019,30,1195,0,5.069,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,4,1199,0,2.724,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,1,1201,0,2.181,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,2,1201,0,2.15,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,3,1201,0,2.209,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,4,1201,0,2.175,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,5,1201,0,2.148,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,6,1201,0,2.173,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,7,1201,0,2.146,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,8,1201,0,2.146,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,9,1201,0,2.196,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,10,1201,0,2.151,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,11,1201,0,2.148,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,12,1201,0,2.158,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,13,1201,0,2.175,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,14,1201,0,2.156,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,15,1201,0,2.153,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,16,1201,0,2.172,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,17,1201,0,2.169,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,18,1201,0,2.143,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,19,1201,0,2.155,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,20,1201,0,2.143,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,21,1201,0,2.151,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,22,1201,0,2.143,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,23,1201,0,2.151,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,24,1201,0,2.145,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,25,1201,0,2.147,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,26,1201,0,2.143,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,27,1201,0,2.145,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,28,1201,0,2.141,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,29,1201,0,2.18,,
patch1-Math-35-ACS.patch,Math,35,Randoop_2019,30,1201,0,2.269,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,1,1201,0,2.249,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,2,1201,0,2.161,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,3,1201,0,2.165,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,4,1201,0,2.202,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,5,1201,0,2.154,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,6,1201,0,2.161,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,7,1201,0,2.166,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,8,1201,0,2.168,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,9,1201,0,2.157,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,10,1201,0,2.161,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,11,1201,0,2.196,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,12,1201,0,2.197,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,13,1201,0,2.141,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,14,1201,0,2.18,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,15,1201,0,2.172,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,16,1201,0,2.151,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,17,1201,0,2.206,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,18,1201,0,2.16,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,19,1201,0,2.168,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,20,1201,0,2.159,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,21,1201,0,2.156,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,22,1201,0,2.167,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,23,1201,0,2.178,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,24,1201,0,2.238,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,25,1201,0,2.163,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,26,1201,0,2.159,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,27,1201,0,2.158,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,28,1201,0,2.182,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,29,1201,0,2.172,,
patch1-Math-35-SimFix.patch,Math,35,Randoop_2019,30,1201,0,2.161,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,11,1203,0,2.322,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,13,1204,0,2.298,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,26,1207,0,2.381,,
patch1-Math-85-ACS.patch,Math,85,Randoop_2019,26,1212,0,2.314,,
patch1-Math-85-Jaid.patch,Math,85,Randoop_2019,26,1212,0,2.303,,
patch1-Lang-35-ACS.patch,Lang,35,Randoop_2019,11,1213,0,2.101,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,11,1213,0,2.12,,
patch1-Chart-26-Jaid.patch,Chart,26,Randoop_2019,7,1220,0,4.503,,
patch1-Math-85-ACS.patch,Math,85,Randoop_2019,24,1220,0,2.283,,
patch1-Math-85-Jaid.patch,Math,85,Randoop_2019,24,1220,0,2.289,,
patch2-Chart-26-Jaid.patch,Chart,26,Randoop_2019,7,1220,0,4.847,,
patch1-Time-7-SimFix.patch,Time,7,Randoop_2019,29,1225,0,2.317,,
patch1-Time-7-SimFix.patch,Time,7,Randoop_2019,30,1225,0,2.293,,
patch1-Math-85-ACS.patch,Math,85,Randoop_2019,13,1230,0,2.268,,
patch1-Math-85-Jaid.patch,Math,85,Randoop_2019,13,1230,0,2.319,,
patch1-Lang-60-SimFix.patch,Lang,60,Randoop_2019,3,1238,0,2.118,,
patch1-Lang-60-SimFix.patch,Lang,60,Randoop_2019,4,1238,0,2.175,,
patch1-Lang-60-SimFix.patch,Lang,60,Randoop_2019,5,1238,0,2.12,,
patch1-Lang-60-SimFix.patch,Lang,60,Randoop_2019,6,1238,0,2.118,,
patch1-Lang-60-SimFix.patch,Lang,60,Randoop_2019,7,1238,0,2.123,,
patch1-Lang-60-SimFix.patch,Lang,60,Randoop_2019,8,1238,0,2.123,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,14,1242,0,2.317,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,1,1247,0,2.103,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,3,1249,0,2.103,,
patch1-Lang-60-SimFix.patch,Lang,60,Randoop_2019,9,1254,0,2.187,,
patch1-Math-85-ACS.patch,Math,85,Randoop_2019,27,1259,0,2.287,,
patch1-Math-85-ACS.patch,Math,85,Randoop_2019,28,1259,0,2.292,,
patch1-Math-85-Jaid.patch,Math,85,Randoop_2019,27,1259,0,2.296,,
patch1-Math-85-Jaid.patch,Math,85,Randoop_2019,28,1259,0,2.295,,
patch1-Lang-35-ACS.patch,Lang,35,Randoop_2019,4,1266,0,2.109,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,4,1266,0,2.104,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,26,1273,0,2.102,,
patch1-Lang-60-SimFix.patch,Lang,60,Randoop_2019,28,1278,0,2.17,,
patch1-Lang-60-SimFix.patch,Lang,60,Randoop_2019,29,1278,0,2.127,,
patch1-Lang-43-CapGen.patch,Lang,43,Randoop_2019,14,1297,0,2.142,,
patch2-Lang-43-CapGen.patch,Lang,43,Randoop_2019,14,1297,0,2.124,,
patch2-Chart-26-Jaid.patch,Chart,26,Randoop_2019,6,1304,0,5.234,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,25,1311,0,2.112,,
patch1-Lang-35-ACS.patch,Lang,35,Randoop_2019,29,1320,0,2.11,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,29,1320,0,2.108,,
patch1-Lang-60-SimFix.patch,Lang,60,Randoop_2019,2,1327,0,2.123,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,20,1327,0,2.592,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,21,1333,0,2.418,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,12,1337,0,2.335,,
patch1-Lang-35-ACS.patch,Lang,35,Randoop_2019,15,1339,0,2.109,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,15,1339,0,2.108,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,10,1340,0,2.336,,
patch1-Lang-43-CapGen.patch,Lang,43,Randoop_2019,23,1352,0,2.133,,
patch2-Lang-43-CapGen.patch,Lang,43,Randoop_2019,23,1352,0,2.139,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,9,1354,0,2.323,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,21,1365,0,2.109,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,2,1371,0,2.127,,
patch1-Lang-35-ACS.patch,Lang,35,Randoop_2019,24,1373,0,2.105,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,24,1373,0,2.1,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,12,1379,0,2.108,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,23,1404,0,2.114,,
patch1-Lang-35-ACS.patch,Lang,35,Randoop_2019,19,1410,0,2.107,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,19,1410,0,2.114,,
patch1-Lang-35-ACS.patch,Lang,35,Randoop_2019,17,1413,0,2.112,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,17,1413,0,2.109,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,18,1413,0,2.109,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,16,1416,0,2.11,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,3,1419,0,2.595,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,22,1423,0,3.258,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,7,1426,0,2.115,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,25,1430,0,2.33,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,13,1432,0,2.111,,
patch1-Lang-43-CapGen.patch,Lang,43,Randoop_2019,26,1449,0,2.146,,
patch2-Lang-43-CapGen.patch,Lang,43,Randoop_2019,26,1449,0,2.15,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,8,1450,0,2.117,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,30,1469,0,2.501,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,19,1473,0,2.865,,
patch1-Lang-43-CapGen.patch,Lang,43,Randoop_2019,30,1482,0,2.138,,
patch2-Lang-43-CapGen.patch,Lang,43,Randoop_2019,30,1482,0,2.145,,
patch1-Lang-35-ACS.patch,Lang,35,Randoop_2019,10,1503,0,2.124,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,10,1503,0,2.124,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,22,1508,0,2.121,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,14,1511,0,2.119,,
patch1-Chart-24-Jaid.patch,Chart,24,Randoop_2019,12,1515,0,2.521,,
patch1-Chart-24-ssFix.patch,Chart,24,Randoop_2019,12,1515,0,2.519,,
patch2-Chart-24-Jaid.patch,Chart,24,Randoop_2019,12,1515,0,2.418,,
patch1-Lang-38-Jaid.patch,Lang,38,Randoop_2019,5,1516,0,2.202,,
patch3-Lang-38-Jaid.patch,Lang,38,Randoop_2019,5,1516,0,2.265,,
patch4-Lang-38-Jaid.patch,Lang,38,Randoop_2019,5,1516,0,2.199,,
patch1-Lang-33-Elixir.patch,Lang,33,Randoop_2019,2,1523,0,2.19,,
patch1-Lang-33-Jaid.patch,Lang,33,Randoop_2019,2,1523,0,2.624,,
patch1-Lang-33-ssFix.patch,Lang,33,Randoop_2019,2,1523,0,2.194,,
patch2-Lang-33-Jaid.patch,Lang,33,Randoop_2019,2,1523,0,2.18,,
patch1-Lang-33-Elixir.patch,Lang,33,Randoop_2019,25,1526,0,2.192,,
patch1-Lang-33-Jaid.patch,Lang,33,Randoop_2019,25,1526,0,2.183,,
patch1-Lang-33-ssFix.patch,Lang,33,Randoop_2019,25,1526,0,2.237,,
patch2-Lang-33-Jaid.patch,Lang,33,Randoop_2019,25,1526,0,2.195,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,29,1528,0,2.635,,
patch1-Lang-33-Elixir.patch,Lang,33,Randoop_2019,18,1533,0,2.274,,
patch1-Lang-33-Jaid.patch,Lang,33,Randoop_2019,18,1533,0,2.217,,
patch1-Lang-33-ssFix.patch,Lang,33,Randoop_2019,18,1533,0,2.311,,
patch2-Lang-33-Jaid.patch,Lang,33,Randoop_2019,18,1533,0,2.22,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,5,1534,0,2.115,,
patch1-Chart-5-Arja.patch,Chart,5,Randoop_2019,8,1549,0,2.14,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,20,1550,0,2.119,,
patch1-Lang-38-Jaid.patch,Lang,38,Randoop_2019,29,1552,0,2.195,,
patch3-Lang-38-Jaid.patch,Lang,38,Randoop_2019,29,1552,0,2.191,,
patch4-Lang-38-Jaid.patch,Lang,38,Randoop_2019,29,1552,0,2.192,,
patch1-Chart-24-Jaid.patch,Chart,24,Randoop_2019,21,1558,0,2.481,,
patch1-Chart-24-ssFix.patch,Chart,24,Randoop_2019,21,1558,0,2.521,,
patch2-Chart-24-Jaid.patch,Chart,24,Randoop_2019,21,1558,0,2.539,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,8,1559,0,2.363,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,18,1568,0,2.635,,
patch1-Chart-24-Jaid.patch,Chart,24,Randoop_2019,1,1573,0,2.717,,
patch1-Chart-24-Jaid.patch,Chart,24,Randoop_2019,14,1573,0,2.494,,
patch1-Chart-24-ssFix.patch,Chart,24,Randoop_2019,1,1573,0,2.611,,
patch1-Chart-24-ssFix.patch,Chart,24,Randoop_2019,14,1573,0,2.497,,
patch1-Lang-33-Elixir.patch,Lang,33,Randoop_2019,5,1573,0,2.254,,
patch1-Lang-33-Jaid.patch,Lang,33,Randoop_2019,5,1573,0,2.175,,
patch1-Lang-33-ssFix.patch,Lang,33,Randoop_2019,5,1573,0,2.182,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,15,1573,0,3.043,,
patch2-Chart-24-Jaid.patch,Chart,24,Randoop_2019,1,1573,0,2.492,,
patch2-Chart-24-Jaid.patch,Chart,24,Randoop_2019,14,1573,0,2.484,,
patch2-Lang-33-Jaid.patch,Lang,33,Randoop_2019,5,1573,0,2.203,,
patch1-Lang-33-Elixir.patch,Lang,33,Randoop_2019,14,1578,0,2.383,,
patch1-Lang-33-Jaid.patch,Lang,33,Randoop_2019,14,1578,0,2.187,,
patch1-Lang-33-ssFix.patch,Lang,33,Randoop_2019,14,1578,0,2.171,,
patch1-Lang-35-ACS.patch,Lang,35,Randoop_2019,28,1578,0,2.12,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,28,1578,0,2.119,,
patch2-Lang-33-Jaid.patch,Lang,33,Randoop_2019,14,1578,0,2.195,,
patch1-Lang-33-Elixir.patch,Lang,33,Randoop_2019,6,1586,0,2.156,,
patch1-Lang-33-Jaid.patch,Lang,33,Randoop_2019,6,1586,0,2.153,,
patch1-Lang-33-ssFix.patch,Lang,33,Randoop_2019,6,1586,0,2.147,,
patch2-Lang-33-Jaid.patch,Lang,33,Randoop_2019,6,1586,0,2.144,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,9,1588,0,2.13,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,17,1592,0,2.452,,
patch1-Chart-24-Jaid.patch,Chart,24,Randoop_2019,5,1593,0,2.482,,
patch1-Chart-24-ssFix.patch,Chart,24,Randoop_2019,5,1593,0,2.478,,
patch1-Lang-43-CapGen.patch,Lang,43,Randoop_2019,20,1593,0,2.151,,
patch2-Chart-24-Jaid.patch,Chart,24,Randoop_2019,5,1593,0,2.448,,
patch2-Lang-43-CapGen.patch,Lang,43,Randoop_2019,20,1593,0,2.15,,
patch1-Chart-5-Arja.patch,Chart,5,Randoop_2019,23,1607,0,2.142,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,16,1608,0,2.426,,
patch1-Math-86-Arja.patch,Math,86,Randoop_2019,28,1608,0,2.466,,
patch1-Lang-43-CapGen.patch,Lang,43,Randoop_2019,29,1615,0,2.149,,
patch2-Lang-43-CapGen.patch,Lang,43,Randoop_2019,29,1615,0,2.144,,
patch1-Lang-33-Elixir.patch,Lang,33,Randoop_2019,24,1618,0,2.197,,
patch1-Lang-33-Jaid.patch,Lang,33,Randoop_2019,24,1618,0,2.178,,
patch1-Lang-33-ssFix.patch,Lang,33,Randoop_2019,24,1618,0,2.197,,
patch2-Lang-33-Jaid.patch,Lang,33,Randoop_2019,24,1618,0,2.192,,
patch1-Lang-43-CapGen.patch,Lang,43,Randoop_2019,28,1621,0,2.13,,
patch2-Lang-43-CapGen.patch,Lang,43,Randoop_2019,28,1621,0,2.148,,
patch1-Chart-24-Jaid.patch,Chart,24,Randoop_2019,18,1622,0,2.401,,
patch1-Chart-24-ssFix.patch,Chart,24,Randoop_2019,18,1622,0,2.483,,
patch2-Chart-24-Jaid.patch,Chart,24,Randoop_2019,18,1622,0,2.465,,
patch1-Lang-35-Arja.patch,Lang,35,Randoop_2019,27,1628,0,2.125,,
patch1-Lang-33-Elixir.patch,Lang,33,Randoop_2019,17,1630,0,2.186,,
patch1-Lang-33-Jaid.patch,Lang,33,Randoop_2019,17,1630,0,2.216,,
patch1-Lang-33-ssFix.patch,Lang,33,Randoop_2019,17,1630,0,2.149,,
patch2-Lang-33-Jaid.patch,Lang,33,Randoop_2019,17,1630,0,2.168,,
patch1-Lang-43-CapGen.patch,Lang,43,Randoop_2019,25,1636,0,2.162,,
patch2-Lang-43-CapGen.patch,Lang,43,Randoop_2019,25,1636,0,2.159,,
patch1-Lang-33-Elixir.patch,Lang,33,Randoop_2019,21,1637,0,2.164,,
patch1-Lang-33-Jaid.patch,Lang,33,Randoop_2019,21,1637,0,2.404,,
patch1-Lang-33-ssFix.patch,Lang,33,Randoop_2019,21,1637,0,2.162,,
patch2-Lang-33-Jaid.patch,Lang,33,Randoop_2019,21,1637,0,2.167,,
patch1-Lang-43-CapGen.patch,Lang,43,Randoop_2019,11,1646,0,2.165,,
patch2-Lang-43-CapGen.patch,Lang,43,Randoop_2019,11,1646,0,2.142,,
patch1-Lang-43-CapGen.patch,Lang,43,Randoop_2019,15,1654,0,2.148,,
patch2-Lang-43-CapGen.patch,Lang,43,Randoop_2019,15,1654,0,2.134,,
patch1-Lang-43-CapGen.patch,Lang,43,Randoop_2019,24,1656,0,2.154,,
patch2-Lang-43-CapGen.patch,Lang,43,Randoop_2019,24,1656,0,2.154,,
patch1-Chart-24-Jaid.patch,Chart,24,Randoop_2019,11,1657,0,2.509,,
patch1-Chart-24-ssFix.patch,Chart,24,Randoop_2019,11,1657,0,2.504,,
patch1-Lang-43-CapGen.patch,Lang,43,Randoop_2019,27,1657,0,2.16,,
patch2-Chart-24-Jaid.patch,Chart,24,Randoop_2019,11,1657,0,2.44,,
patch2-Lang-43-CapGen.patch,Lang,43,Randoop_2019,27,1657,0,2.147,,
patch1-Lang-38-Jaid.patch,Lang,38,Randoop_2019,3,1659,0,2.215,,
patch1-Lang-43-CapGen.patch,Lang,43,Randoop_2019,13,1659,0,2.145,,
patch2-Lang-43-CapGen.patch,Lang,43,Randoop_2019,13,1659,0,2.148,,
patch3-Lang-38-Jaid.patch,Lang,38,Randoop_2019,3,1659,0,2.276,,
patch4-Lang-38-Jaid.patch,Lang,38,Randoop_2019,3,1659,0,2.219,,
patch1-Lang-33-Elixir.patch,Lang,33,Randoop_2019,13,1663,0,2.182,,
patch1-Lang-33-Jaid.patch,Lang,33,Randoop_2019,13,1663,0,2.208,,
patch1-Lang-33-ssFix.patch,Lang,33,Randoop_2019,13,1663,0,2.31,,
patch2-Lang-33-Jaid.patch,Lang,33,Randoop_2019,13,1663,0,2.173,,
patch1-Lang-33-Elixir.patch,Lang,33,Randoop_2019,11,1666,0,2.193,,
patch1-Lang-33-Jaid.patch,Lang,33,Randoop_2019,11,1666,0,2.216,,
patch1-Lang-33-ssFix.patch,Lang,33,Randoop_2019,11,1666,0,2.172,,
patch1-Lang-38-Jaid.patch,Lang,38,Randoop_2019,30,1666,0,2.23,,
patch2-Lang-33-Jaid.patch,Lang,33,Randoop_2019,11,1666,0,2.183,,
patch3-Lang-38-Jaid.patch,Lang,38,Randoop_2019,30,1666,0,2.216,,
patch4-Lang-38-Jaid.patch,Lang,38,Randoop_2019,30,1666,0,2.203,,
patch1-Chart-24-Jaid.patch,Chart,24,Randoop_2019,15,1675,0,2.431,,
patch1-Chart-24-ssFix.patch,Chart,24,Randoop_2019,15,1675,0,2.481,,
patch2-Chart-24-Jaid.patch,Chart,24,Randoop_2019,15,1675,0,2.673,,
patch1-Chart-24-Jaid.patch,Chart,24,Randoop_2019,13,1678,0,2.53,,
patch1-Chart-24-ssFix.patch,Chart,24,Randoop_2019,13,1678,0,2.522,,
patch2-Chart-24-Jaid.patch,Chart,24,Randoop_2019,13,1678,0,2.496,,
patch1-Lang-38-Jaid.patch,Lang,38,Randoop_2019,14,1690,0,2.255,,
patch3-Lang-38-Jaid.patch,Lang,38,Randoop_2019,14,1690,0,2.218,,
patch4-Lang-38-Jaid.patch,Lang,38,Randoop_2019,14,1690,0,2.217,,
patch1-Lang-33-Elixir.patch,Lang,33,Randoop_2019,3,1699,0,2.176,,
patch1-Lang-33-Jaid.patch,Lang,33,Randoop_2019,3,1699,0,2.187,,
patch1-Lang-33-ssFix.patch,Lang,33,Randoop_2019,3,1699,0,2.178,,
patch1-Lang-38-Jaid.patch,Lang,38,Randoop_2019,28,1699,0,2.212,,
patch2-Lang-33-Jaid.patch,Lang,33,Randoop_2019,3,1699,0,2.177,,
patch3-Lang-38-Jaid.patch,Lang,38,Randoop_2019,28,1699,0,2.236,,
patch4-Lang-38-Jaid.patch,Lang,38,Randoop_2019,28,1699,0,2.222,,
patch1-Lang-33-Elixir.patch,Lang,33,Randoop_2019,4,1700,0,2.183,,
patch1-Lang-33-Jaid.patch,Lang,33,Randoop_2019,4,1700,0,2.167,,
patch1-Lang-33-ssFix.patch,Lang,33,Randoop_2019,4,1700,0,2.198,,
patch2-Lang-33-Jaid.patch,Lang,33,Randoop_2019,4,1700,0,2.18,,
patch1-Lang-38-Jaid.patch,Lang,38,Randoop_2019,2,1703,0,2.262,,
patch3-Lang-38-Jaid.patch,Lang,38,Randoop_2019,2,1703,0,2.333,,
patch4-Lang-38-Jaid.patch,Lang,38,Randoop_2019,2,1703,0,2.302,,
patch1-Lang-33-Elixir.patch,Lang,33,Randoop_2019,26,1704,0,2.158,,
patch1-Lang-33-Jaid.patch,Lang,33,Randoop_2019,26,1704,0,2.185,,
patch1-Lang-33-ssFix.patch,Lang,33,Randoop_2019,26,1704,0,2.152,,
patch2-Lang-33-Jaid.patch,Lang,33,Randoop_2019,26,1704,0,2.154,,
patch1-Lang-38-Jaid.patch,Lang,38,Randoop_2019,1,1705,0,2.272,,
patch3-Lang-38-Jaid.patch,Lang,38,Randoop_2019,1,1705,0,2.306,,
patch4-Lang-38-Jaid.patch,Lang,38,Randoop_2019,1,1705,0,2.215,,
patch1-Chart-24-Jaid.patch,Chart,24,Randoop_2019,2,1707,0,2.503,,
patch1-Chart-24-ssFix.patch,Chart,24,Randoop_2019,2,1707,0,2.51,,
patch2-Chart-24-Jaid.patch,Chart,24,Randoop_2019,2,1707,0,2.533,,
patch1-Math-89-ACS.patch,Math,89,Randoop_2019,2,1711,0,2.263,,
patch1-Chart-5-Arja.patch,Chart,5,Randoop_2019,2,1712,0,2.158,,
