Patch,Project,Bug,Test,Seed,Test Number,Failing Tests,Time
patch-Lang-51-fix.patch,Lang,51,DRR_Evosuite,15,105,0,0.052
patch-Lang-51-fix.patch,Lang,51,DRR_Evosuite,16,102,0,0.054
patch-Lang-51-fix.patch,Lang,51,DRR_Evosuite,17,105,0,0.053
patch-Lang-51-fix.patch,Lang,51,DRR_Evosuite,19,107,0,0.048
patch-Lang-51-fix.patch,Lang,51,DRR_Evosuite,20,102,0,0.05
patch-Lang-51-fix.patch,Lang,51,DRR_Evosuite,21,109,0,0.052
patch-Lang-51-fix.patch,Lang,51,DRR_Evosuite,22,108,0,0.049
patch-Lang-51-fix.patch,Lang,51,DRR_Evosuite,23,104,0,0.052
patch-Lang-51-fix.patch,Lang,51,DRR_Evosuite,24,105,0,0.051
patch-Lang-51-fix.patch,Lang,51,DRR_Evosuite,25,105,0,0.053
patch-Lang-51-fix.patch,Lang,51,DRR_Evosuite,26,107,0,0.048
patch-Lang-51-fix.patch,Lang,51,DRR_Evosuite,27,102,0,0.051
patch-Lang-51-fix.patch,Lang,51,DRR_Evosuite,28,100,0,0.056
patch-Lang-51-fix.patch,Lang,51,DRR_Evosuite,29,106,0,0.047
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,0,17,0,0.024
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,1,16,0,0.023
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,2,16,0,0.025
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,3,16,0,0.026
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,4,16,0,0.026
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,5,17,0,0.025
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,6,16,0,0.024
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,7,17,0,0.024
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,8,17,0,0.024
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,9,17,0,0.025
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,10,16,0,0.025
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,11,16,0,0.024
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,12,17,0,0.024
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,13,16,0,0.023
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,14,16,0,0.029
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,15,17,0,0.025
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,16,17,0,0.025
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,17,16,0,0.024
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,18,17,0,0.025
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,19,16,0,0.024
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,20,17,0,0.023
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,21,17,0,0.024
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,22,17,0,0.024
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,24,16,0,0.025
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,25,17,0,0.025
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,26,17,0,0.024
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,27,16,0,0.024
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,28,17,0,0.026
patch-Lang-55-fix.patch,Lang,55,DRR_Evosuite,29,17,0,0.024
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,0,26,0,0.045
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,1,22,0,0.052
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,2,21,0,0.042
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,3,21,0,0.05
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,4,25,0,0.063
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,5,22,0,0.053
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,6,23,0,0.045
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,7,19,0,0.05
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,8,24,0,0.048
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,9,25,0,0.043
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,10,24,0,0.046
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,11,22,0,0.045
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,12,24,0,0.043
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,14,20,0,0.044
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,16,20,0,0.058
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,17,23,0,0.047
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,18,22,0,0.05
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,19,26,0,0.047
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,20,24,0,0.044
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,21,22,0,0.058
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,22,19,0,0.045
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,23,23,0,0.044
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,24,22,0,0.042
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,25,24,0,0.043
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,26,24,0,0.043
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,27,22,0,0.043
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,28,23,0,0.043
patch-Lang-57-fix.patch,Lang,57,DRR_Evosuite,29,23,0,0.049
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,0,153,0,0.069
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,1,156,0,0.07
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,2,155,0,0.075
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,3,158,0,0.072
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,4,157,0,0.071
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,5,157,0,0.073
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,6,155,0,0.076
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,7,158,0,0.081
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,8,158,0,0.084
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,9,155,0,0.077
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,10,155,0,0.082
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,11,156,0,0.071
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,12,156,0,0.073
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,13,154,0,0.075
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,14,157,0,0.069
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,15,154,0,0.07
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,16,155,0,0.074
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,17,153,0,0.069
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,18,158,0,0.075
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,19,154,0,0.071
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,20,153,0,0.068
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,21,159,0,0.074
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,22,158,0,0.074
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,23,155,0,0.069
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,24,155,0,0.08
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,25,153,0,0.077
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,26,156,0,0.07
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,27,154,0,0.071
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,28,153,0,0.07
patch-Lang-58-fix.patch,Lang,58,DRR_Evosuite,29,155,0,0.073
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,0,219,7,0.095
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,1,217,20,0.096
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,2,223,3,0.095
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,3,226,9,0.49
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,4,224,6,0.092
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,5,221,10,0.096
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,6,224,7,0.097
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,7,219,12,0.093
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,8,230,7,0.093
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,9,225,7,0.095
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,10,222,11,0.096
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,11,214,14,0.098
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,12,220,4,0.095
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,13,218,5,0.094
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,14,225,13,0.094
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,15,226,9,0.098
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,16,226,5,0.095
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,17,223,10,0.095
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,18,227,9,0.098
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,19,223,7,0.092
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,20,221,8,0.097
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,21,220,12,0.093
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,22,225,9,0.092
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,23,214,9,0.094
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,24,228,12,0.095
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,25,225,9,0.098
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,26,219,7,0.093
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,27,218,8,0.093
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,28,221,9,0.096
patch-Lang-60-fix.patch,Lang,60,DRR_Evosuite,29,226,8,0.093
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,0,136,0,0.076
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,1,131,0,0.065
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,2,132,0,0.069
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,3,136,0,0.071
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,4,130,0,0.064
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,5,134,0,0.067
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,6,132,0,0.066
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,7,135,0,0.067
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,8,136,0,0.067
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,9,131,0,0.066
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,10,129,0,0.065
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,11,129,0,0.065
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,12,130,0,0.064
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,13,132,0,0.065
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,14,132,0,0.067
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,15,135,0,0.065
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,16,137,0,0.069
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,17,132,0,0.065
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,18,131,0,0.064
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,19,133,0,0.065
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,20,134,0,0.071
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,21,130,0,0.067
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,22,133,0,0.064
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,23,133,0,0.065
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,24,133,0,0.068
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,25,134,0,0.071
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,26,130,0,0.063
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,27,132,0,0.065
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,28,130,0,0.062
patch-Lang-7-fix.patch,Lang,7,DRR_Evosuite,29,132,0,0.066
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,0,14,0,0.073
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,1,14,0,0.136
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,2,14,0,0.064
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,3,15,1,0.058
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,4,14,0,0.057
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,5,15,0,0.055
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,7,15,0,1.533
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,8,15,0,0.054
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,9,15,0,0.69
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,10,15,0,0.047
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,11,15,0,0.061
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,12,14,0,0.045
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,13,14,0,0.054
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,14,14,0,0.119
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,15,17,0,0.051
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,16,15,0,0.055
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,17,14,0,0.197
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,18,14,1,0.052
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,19,15,0,0.089
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,20,16,0,0.055
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,21,15,0,0.052
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,22,15,0,0.144
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,23,14,0,0.05
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,24,15,1,0.059
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,25,14,1,4.043
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,26,14,1,0.054
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,27,13,0,0.338
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,28,16,0,0.052
patch-Math-2-fix.patch,Math,2,DRR_Evosuite,29,14,0,0.181
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,0,6,0,0.049
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,1,11,0,0.054
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,2,10,0,0.058
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,3,10,0,0.053
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,4,15,4,0.082
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,5,8,0,0.061
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,6,10,0,0.061
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,7,10,0,0.064
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,8,9,0,0.062
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,9,9,0,0.061
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,10,9,0,0.055
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,11,10,0,0.056
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,12,8,0,0.054
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,13,10,0,0.051
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,14,10,0,0.055
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,15,10,0,0.056
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,16,10,0,0.057
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,17,9,0,0.055
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,18,8,0,0.56
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,19,10,0,0.059
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,20,8,0,0.049
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,21,10,0,0.061
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,22,8,0,0.056
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,23,10,0,0.051
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,24,8,0,0.049
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,25,9,0,0.057
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,26,10,0,0.052
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,27,9,0,0.051
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,28,10,0,0.052
patch-Math-32-fix.patch,Math,32,DRR_Evosuite,29,10,0,0.059
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,0,3,0,0.025
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,1,3,0,0.028
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,2,3,0,0.031
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,3,4,0,0.023
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,4,3,0,0.029
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,5,4,0,0.03
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,6,3,0,0.023
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,7,4,0,0.034
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,8,3,0,0.022
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,9,4,0,0.024
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,10,3,0,0.023
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,11,4,0,0.028
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,12,4,0,0.029
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,13,3,0,0.027
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,14,3,0,0.023
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,15,3,0,0.028
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,16,3,0,0.031
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,17,3,0,0.027
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,18,4,0,0.029
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,19,4,0,0.024
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,20,4,0,0.023
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,21,4,0,0.027
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,22,3,0,0.027
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,23,3,0,0.023
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,24,4,0,0.023
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,25,3,0,0.025
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,26,4,0,0.028
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,27,3,0,0.028
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,28,4,0,0.023
patch-Math-35-fix.patch,Math,35,DRR_Evosuite,29,3,0,0.027
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,0,7,2,13.971
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,1,7,3,15.312
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,2,8,3,14.157
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,3,6,1,4.429
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,4,8,4,20.648
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,5,,0,
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,6,7,3,12.647
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,7,8,3,13.161
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,8,8,3,16.241
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,9,6,1,4.113
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,10,7,2,8.991
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,11,8,4,21.996
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,12,6,2,9.816
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,13,7,3,14.24
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,14,6,2,11.726
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,15,7,3,14.14
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,16,7,2,9.611
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,18,7,2,11.407
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,19,7,2,9.597
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,20,8,3,12.469
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,21,8,3,15.511
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,22,8,3,15.391
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,23,7,3,14.762
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,24,6,2,8.938
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,25,7,3,15.407
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,26,8,3,12.944
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,27,7,2,8.421
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,28,8,3,13.657
patch-Math-39-fix.patch,Math,39,DRR_Evosuite,29,,0,
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,0,76,0,0.071
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,1,75,0,0.067
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,2,74,0,0.067
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,3,76,0,0.069
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,4,75,0,0.063
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,5,72,0,0.068
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,6,72,0,0.068
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,7,77,0,0.06
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,8,75,0,0.06
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,9,78,0,0.076
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,10,71,0,0.071
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,11,73,0,0.065
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,12,79,0,0.073
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,13,72,0,0.059
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,14,75,0,0.069
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,15,76,0,0.062
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,16,70,0,0.068
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,17,73,0,0.064
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,18,74,0,0.07
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,19,64,0,0.071
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,20,74,0,0.057
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,21,71,0,0.061
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,22,73,0,0.063
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,23,73,0,0.063
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,24,76,0,0.061
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,25,78,0,0.064
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,26,72,0,0.062
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,27,76,0,0.064
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,28,73,0,0.06
patch-Math-5-fix.patch,Math,5,DRR_Evosuite,29,75,0,0.065
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,0,15,0,0.062
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,1,18,0,0.058
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,2,19,0,0.081
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,3,19,0,0.066
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,4,18,0,0.06
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,5,19,1,4.082
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,6,19,0,0.077
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,7,19,0,0.066
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,8,18,0,0.068
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,9,18,0,0.066
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,10,17,0,0.051
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,11,17,0,0.056
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,12,17,0,0.051
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,13,18,0,0.053
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,14,20,0,0.063
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,15,18,0,0.072
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,16,17,0,0.055
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,17,17,0,0.051
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,18,19,1,0.081
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,19,17,0,0.051
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,20,19,0,0.064
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,21,17,0,0.057
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,22,19,0,0.064
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,23,18,0,0.064
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,24,17,0,0.052
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,25,19,0,0.07
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,26,17,0,0.051
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,27,19,0,0.063
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,28,18,0,0.051
patch-Math-50-fix.patch,Math,50,DRR_Evosuite,29,18,0,0.069
patch-Math-53-fix.patch,Math,53,DRR_Evosuite,0,52,0,0.088
patch-Math-53-fix.patch,Math,53,DRR_Evosuite,1,50,0,0.089
patch-Math-53-fix.patch,Math,53,DRR_Evosuite,2,45,0,0.066
patch-Math-53-fix.patch,Math,53,DRR_Evosuite,3,41,0,0.077
patch-Math-53-fix.patch,Math,53,DRR_Evosuite,4,49,0,0.073
patch-Math-53-fix.patch,Math,53,DRR_Evosuite,5,52,0,0.084
patch-Math-53-fix.patch,Math,53,DRR_Evosuite,6,52,0,0.073
patch-Math-53-fix.patch,Math,53,DRR_Evosuite,7,53,0,0.069
patch-Math-53-fix.patch,Math,53,DRR_Evosuite,8,49,0,0.068
patch-Math-53-fix.patch,Math,53,DRR_Evosuite,9,49,0,0.068
patch-Math-53-fix.patch,Math,53,DRR_Evosuite,10,49,0,0.07
