patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-evosuite,0,0,
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-evosuite,1,0,
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-evosuite,2,0,
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-evosuite,3,0,
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-evosuite,4,0,
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-evosuite,5,0,
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-evosuite,6,0,
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-evosuite,7,0,
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-evosuite,8,0,
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-evosuite,9,0,
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-evosuite,0,1,;test00
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-evosuite,1,1,;test08
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-evosuite,2,1,;test07
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-evosuite,3,0,
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-evosuite,4,1,;test08
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-evosuite,5,1,;test02
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-evosuite,6,1,;test10
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-evosuite,7,1,;test07
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-evosuite,8,1,;test09
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-evosuite,9,1,;test08
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-randoop,1,0,
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-randoop,2,0,
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-randoop,3,0,
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-randoop,4,0,
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-randoop,5,0,
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-randoop,6,0,
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-randoop,7,0,
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-randoop,8,0,
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-randoop,9,0,
patch1-Math-73-JGenProg2015.patch,correct,fixed,Math,73,ASE15-randoop,10,0,
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-randoop,1,0,
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-randoop,2,0,
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-randoop,3,0,
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-randoop,4,0,
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-randoop,5,0,
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-randoop,6,0,
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-randoop,7,0,
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-randoop,8,0,
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-randoop,9,0,
patch1-Math-73-JGenProg2015.patch,correct,buggy,Math,73,ASE15-randoop,10,0,
