patch1-Chart-1-Cardumen.patch,1,9,0
patch2-Chart-1-Cardumen.patch,1,9,0
patch3-Chart-1-Cardumen.patch,1,9,0
patch4-Chart-1-Cardumen.patch,1,9,0
patch1-Chart-3-Cardumen.patch,0,0,0
patch2-Chart-3-Cardumen.patch,0,0,0
patch3-Chart-3-Cardumen.patch,0,0,0
patch4-Chart-3-Cardumen.patch,0,0,0
patch5-Chart-3-Cardumen.patch,0,0,0
patch1-Chart-4-Cardumen.patch,0,1,No-tests
patch2-Chart-4-Cardumen.patch,0,0,No-tests
patch1-Chart-5-Cardumen.patch,0,379,2
patch2-Chart-5-Cardumen.patch,0,324,2
patch3-Chart-5-Cardumen.patch,0,934,3
patch4-Chart-5-Cardumen.patch,0,371,2
patch5-Chart-5-Cardumen.patch,30,4810,13
patch1-Chart-6-Cardumen.patch,11,1895,No-tests
patch2-Chart-6-Cardumen.patch,11,1895,No-tests
patch1-Chart-7-Cardumen.patch,0,2,No-tests
patch2-Chart-7-Cardumen.patch,0,2,No-tests
patch3-Chart-7-Cardumen.patch,0,2,No-tests
patch4-Chart-7-Cardumen.patch,0,2,No-tests
patch5-Chart-7-Cardumen.patch,0,2,No-tests
patch1-Chart-9-Cardumen.patch,0,0,No-tests
patch2-Chart-9-Cardumen.patch,0,0,No-tests
patch3-Chart-9-Cardumen.patch,0,0,No-tests
patch4-Chart-9-Cardumen.patch,0,0,No-tests
patch5-Chart-9-Cardumen.patch,0,0,No-tests
patch1-Chart-12-Cardumen.patch,1,849,No-tests
patch1-Chart-13-Cardumen.patch,1,0,0
patch2-Chart-13-Cardumen.patch,28,1608,75
patch3-Chart-13-Cardumen.patch,1,0,0
patch4-Chart-13-Cardumen.patch,1,0,0
patch1-Chart-15-Cardumen.patch,25,1130,0
patch2-Chart-15-Cardumen.patch,19,1131,0
patch3-Chart-15-Cardumen.patch,13,1129,0
patch4-Chart-15-Cardumen.patch,13,1129,0
patch5-Chart-15-Cardumen.patch,13,1129,0
patch1-Chart-17-Cardumen.patch,1,64,9
patch1-Chart-24-Cardumen.patch,0,0,0
patch2-Chart-24-Cardumen.patch,0,0,0
patch3-Chart-24-Cardumen.patch,0,0,0
patch1-Chart-25-Cardumen.patch,0,0,0
patch2-Chart-25-Cardumen.patch,0,4,0
patch3-Chart-25-Cardumen.patch,0,0,0
patch4-Chart-25-Cardumen.patch,0,4,0
patch5-Chart-25-Cardumen.patch,0,68,38
patch1-Chart-26-Cardumen.patch,0,0,0
patch2-Chart-26-Cardumen.patch,0,0,0
patch3-Chart-26-Cardumen.patch,0,0,0
patch4-Chart-26-Cardumen.patch,0,0,0
patch5-Chart-26-Cardumen.patch,0,0,0
patch1-Math-2-Cardumen.patch,2,153,6
patch2-Math-2-Cardumen.patch,0,24,0
patch3-Math-2-Cardumen.patch,2,152,6
patch4-Math-2-Cardumen.patch,0,23,0
patch5-Math-2-Cardumen.patch,0,22,0
patch1-Math-5-Cardumen.patch,287,104,No-tests
patch3-Math-5-Cardumen.patch,287,104,No-tests
patch4-Math-5-Cardumen.patch,287,104,No-tests
patch1-Math-6-Cardumen.patch,30,102,No-tests
patch2-Math-6-Cardumen.patch,30,102,No-tests
patch1-Math-8-Cardumen.patch,10,1,22
patch2-Math-8-Cardumen.patch,1,0,5
patch3-Math-8-Cardumen.patch,1,0,5
patch4-Math-8-Cardumen.patch,10,0,17
patch5-Math-8-Cardumen.patch,10,1,16
patch1-Math-18-Cardumen.patch,10,0,No-tests
patch2-Math-18-Cardumen.patch,13,0,No-tests
patch3-Math-18-Cardumen.patch,0,0,No-tests
patch4-Math-18-Cardumen.patch,12,0,No-tests
patch1-Math-20-Cardumen.patch,2,0,No-tests
patch2-Math-20-Cardumen.patch,2,0,No-tests
patch3-Math-20-Cardumen.patch,2,0,No-tests
patch4-Math-20-Cardumen.patch,2,0,No-tests
patch5-Math-20-Cardumen.patch,2,0,No-tests
patch1-Math-28-Cardumen.patch,0,0,No-tests
patch2-Math-28-Cardumen.patch,0,0,No-tests
patch3-Math-28-Cardumen.patch,0,0,No-tests
